company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Leanne Marshall,2022-05-01,https://leannemarshall.com,"New City, New York, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Manufacturing","Consumer Goods, E-Commerce, Fashion, Manufacturing",872765.0,"Leanne Marshall is a fashion company that specializes in the creation of unique and non-traditional dresses. The company's products include modern wedding dresses, special occasion dresses, and collections for New York Fashion Week. All dresses are handmade in New York City, with a focus on sustainable and ethical manufacturing practices. The company also offers custom dye services for hand-dyed dresses, ensuring a perfect match for each dress. Leanne Marshall is known for its watercolor gowns and painted wedding dresses, which are designed for movement and feature texturized silk organza.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,1,2022,49188,False,False
Visionist,2020-01-01,https://hellovisionist.com,"New York, New York, United States","Commerce and Shopping, Consumer Goods","E-Commerce, Eyewear, Wholesale",850331.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,48615,False,False
Ioterra,2019-01-01,https://ioterra.com/,"Reno, Nevada, United States","Internet Services, Other, Professional Services","Employment, Internet of Things, Professional Services, Recruiting",546787.0,"Ioterra creates and maintains a database of research, information, products, and people to support hardware developers that are creating the products. They provide their services to the aerospace, agriculture, transportation, fashion, logistics, healthcare, military, networking, security, and smart buildings industries.",11-50,1.0,Seed,2021-01-01,0.0,Seed,0.0,,11-50,Private,,,0.0,1.0,,2,5,2019,39626,False,False
WeSci,2020-05-30,https://www.wesci.org,"Brooklyn, New York, United States",Financial Services,Crowdfunding,2095632.0,"WeSci is a crowdfunding platform for scientific research & innovations, with the mission to bolster scientific funding through transparency and accessibility.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,73375,False,False
Two Oaks Studio,2019-01-01,https://www.twooaksstudio.com,"Ashland, Oregon, United States","Design, Real Estate, Science and Engineering","Architecture, Civil Engineering, Interior Design, Landscaping",2930805.0,"Two Oaks Studio provides residential landscape design, master planning & site planning, low-impact development, parks & recreation design, planting & irrigation design, and rainwater harvesting stormwater design services.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,88628,False,False
Vibtree,2022-07-21,https://www.vibtree.com,"Beaverton, Oregon, United States","Information Technology, Internet Services, Messaging and Telecommunications","Information and Communications Technology (ICT), Unified Communications, VoIP",80381.0,,11-50,1.0,Seed,2023-10-24,125000.0,Pre-Seed,125000.0,1.0,11-50,Private,,,,,,0,1,2022,10859,False,False
Web Suit Pro,2022-01-01,http://websuitpro.com/,"San Jose, California, United States","Advertising, Design, Information Technology, Sales and Marketing, Software","Advertising, Information Technology, Marketing, Software, Web Design, Web Development",2609036.0,"At Websuitpro, our services are transparent for our clients. We have digital experts who provide professional design & development and branding services. We combine our years of experience to navigate your business performance and help you generate more revenue. Upscale your Business by Creating a Unique Brand Identity We consider every aspect of your brand, including challenges, objectives, and future growth. With an insight-driven approach and design-led approach, we target the right audience for your business.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,82724,False,False
Pale Blue,2019-01-01,https://paleblueearth.com,"Park City, Utah, United States","Commerce and Shopping, Energy, Sales and Marketing","Battery, E-Commerce, Retail, Sales",287124.0,"Pale Blue offers batteries such as AA batteries, AAA batteries, C cell batteries, D cell batteries, 9 volt batteries, AA and AAA sustainability kits, home conversion kits, accessories, gift cards, and more.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,28004,False,False
"HANDS ON TECHNOLOGIES, LLC",2020-11-01,https://priusoverlanding.com,"Sheridan, Wyoming, United States","Hardware, Manufacturing, Software, Transportation","3D Technology, Automotive, Manufacturing",558871.0,"HANDS ON TECHNOLOGIES IS A AUTO PARTS MANUFACTURER OF AFTERMARKET PARTS FOR EVS AND HYBRIDS TO GO OFFROAD. ESTABLISHED 11/2020, HANDS ON TECHNOLOGIES CURRENTLY HAS A HIGH DEMAND FOR THE PARTS THEY MANUFACTURE, WHICH ARE NOT MANUFACTURED BY ANY OTHER COMPANY ON THE PLANET CURRENTLY.  HANDS ON TECHNOLOGIES IS THE FIRST COMPANY OF ITS KIND SPECIALIZING IN OFFROAD HYBRIDS AND EV PARTS.  PRIUSOVERLANDING.COM IS THEIR FIRST DOMAIN FOR A SPECIFIC VEHICLE THE TOYOTA PRIUS AND HAVE AN ADDITIONAL 3 DOMAINS THEY PLAN ON GOING LIVE WITH PER YEAR PER SPECIFIC EV/HYBRID VEHICLE OVER THE NEXT FEW YEARS. OVERLANDING INVOLVES TRAVELING THE ROAD LESS TRAVELED SUCH AS OFF THE PAVEMENT AND WE DESIGN AND MANUFACTURE PRODUCTS TO ENABLE HYBRIDS/EVS TO VENTURE OFF ROAD. WE OFFER ROOF RACKS, LIFT KITS, SPRINGS AND OTHER PARTS NEEDED TO OVERLAND.  WITH A GOAL OF BEING THE LARGEST MANUFACTURER OF OVERLANDING PARTS FOR EVS AND HYBRID'S NO OTHER COMPANY HAS BEEN ABLE TO SEE THE VISION THAT SOON THERE WILL BE MORE EVS AND HYBRIDS ON THE ROAD THAN THE NON-HYBRID GAS-DRINKING VEHICLES.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2020,40014,False,False
Auto Center,2021-10-28,http://www.autocenter.com,"Dallas, Texas, United States","Commerce and Shopping, Information Technology, Sales and Marketing, Software, Transportation","Automotive, CRM, Digital Marketing, E-Commerce",130847.0,"Auto Center is revolutionizing the automotive industry with a customer-centric platform that brings together dealers, lenders and consumers; offering seamless buying experiences. Auto Center is the premier way customers can shop for vehicles from the comfort of their homes. We help automotive dealerships transition to offering a more straightforward and convenient shopping solution. Don’t fall behind  other online auto retailers of the world, and let Auto Center bring your dealership front and center where it belongs.",11-50,2.0,Seed,2021-12-30,300000.0,Seed,437000.0,2.0,11-50,Private,,,,,,0,2,2021,16586,False,False
Adv Marketing,2020-01-01,https://advmarketing.com/,"Waller, Texas, United States","Advertising, Design, Events, Media and Entertainment, Sales and Marketing","Advertising, Event Management, Graphic Design, Social Media Marketing",702323.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,44523,False,False
Monaire,2022-01-01,https://www.monaire.ai/,"Waltham, Massachusetts, United States","Consumer Electronics, Hardware, Manufacturing, Real Estate","Electronics, Heating, Ventilation, and Air Conditioning (HVAC), Machinery Manufacturing",36448.0,,11-50,1.0,Seed,2023-12-22,4139996.0,Seed,4139996.0,,11-50,Private,,,,,,0,2,2022,4374,False,False
Datamize,2019-02-01,https://datamize.ai/,"West Palm Beach, Florida, United States","Data and Analytics, Information Technology, Sales and Marketing, Software","Data Integration, Database, Digital Marketing, Software",648054.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,42975,False,False
Chivelab,2021-10-01,https://chivelab.com/,"Raleigh, North Carolina, United States","Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Pet",142730.0,Mainstreaming Artificial Intelligence for pet toxicity. We will help you figure out what your beloved pet can or cannot eat.,1-10,1.0,Seed,2022-09-01,51000.0,Pre-Seed,51000.0,1.0,1-10,Private,,,,,,0,2,2021,17690,False,False
Vetralis,2022-10-05,https://vetralis.com/,"Denton, Texas, United States","Hardware, Manufacturing, Real Estate, Software","Hardware, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing, Software",982076.0,Vetralis Designs and Manufactures HVAC Monitoring Systems that monitor the overall efficiency of the HVAC system and generate alerts when issues are detected.,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,1,2022,51902,False,False
Ulua VC,2022-08-28,https://ulua.vc/,"Miami, Florida, United States","Financial Services, Lending and Investments",Venture Capital,806753.0,Ulua VC is a venture capital firm that invests in early stage companies with the potential to create transformative socioeconomic impact. Ulua VC supports the region's entrepreneurs as they build businesses that will drive positive change in Latin America.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,1,2022,47430,False,False
Mio-Guard,2020-01-01,https://mioguard.com/,"Holt, Michigan, United States","Health Care, Sales and Marketing","Marketing, Medical Device",2203753.0,Mio-Guard is a medical device sales and marketing business serving the mid-west United States.,51-100,0.0,M&A,,0.0,,0.0,,51-100,Private,,,,,,5,4,2020,74795,False,False
Owlery,2022-01-01,https://www.owlery.ai,"San Francisco, California, United States","Internet Services, Transportation","Internet, Logistics, Supply Chain Management",224447.0,"Owlery operates as a logistics platform, offering comprehensive solutions for brands and manufacturers of various sizes. The platform is designed to be user-friendly, with a quick onboarding process. Owlery's services are appreciated by its users for its efficiency and effectiveness. In addition to logistics, Owlery also provides solutions for hybrid work tech, including 360-degree video conferencing with clear audio and video quality. This feature supports remote meetings, making them feel as if they were in-person. Owlery also ventures into the field of autonomous imaging, providing HD computer perception for automotive night vision.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,24000,False,False
The Venues at Langtree,2021-01-01,https://www.venuesatlangtree.com/,"Mooresville, North Carolina, United States","Events, Media and Entertainment, Travel and Tourism","Event Management, Events, Hospitality",1777408.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,68030,False,False
Vivant,2019-01-01,http://vivant.eco,"San Francisco, California, United States","Education, Food and Beverage, Internet Services, Media and Entertainment","Education, Internet, Media and Entertainment, Wine And Spirits",536718.0,"VIVANT is an interactive experience platform connecting conscious consumers, responsible winemakers, and expert wine advisors. The company’s immersive, live-streaming, professional-led wine experiences transport consumers to wine regions, vineyards, and producers around the world, anywhere, anytime. VIVANT’s proprietary Live Experiences®, Interactive Tasting Method®, Tasting Tubes™, and gamified learning platform make wine education accessible, entertaining, and effective. The company is empowering a sustainable future for the wine industry by educating consumers, supporting responsible producers, and employing passionate wine educators. Founded in 2019 with offices in San Francisco, Paris, and Pommard France, VIVANT will publicly launch in 2020 with access available by the waitlist at the company’s website www.vivant.eco.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,5,2019,39258,False,False
Gamelevate,2020-01-01,https://gamelevate.com/,"Irvine, California, United States","Information Technology, Software","Information Technology, Software",1171559.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,55582,False,False
Sway,2021-05-20,https://www.trysway.co,"Berkeley, California, United States","Commerce and Shopping, Other, Real Estate, Travel and Tourism","B2B, Hospitality, Marketplace, Real Estate, Retail",134958.0,"Sway is the end-to-end platform to help organizations plan team events effortlessly, becoming the concierge layer between HR/People Ops planning events for their teams and the venues, vendors, and experiences they want to book.  People in charge of planning events for their teams often spend 100+ hours planning events, and its not even their full-time job. The process for booking venues, vendors, and experiences for teams of 50-200 is antiquated and inefficient. By providing transparent package options for teams, they can cut planning time to almost zero. Our marketplace connects our clients with beautiful venues, quality vendors, and engaging experience makers to make the booking process simple. Through our simple event coordination process, we  help manage clients entire events budgets efficiently and effectively",1-10,1.0,Seed,2022-07-01,200000.0,Pre-Seed,200000.0,,1-10,Private,,,0.0,0.0,,0,2,2021,17001,False,False
Robotproof,2020-01-01,https://www.wearerobotproof.com,"Culver City, California, United States","Administrative Services, Professional Services, Software","Developer Tools, Human Resources, Management Consulting, Outsourcing",808478.0,"Robotproof supports marketing, strategy, programs, brand marketing, and tool building.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,47485,False,False
Karmant Learning,2020-01-01,https://www.karmantlearning.org,"Aliso Viejo, California, United States","Education, Health Care, Other, Social Impact","Education, Non Profit, Wellness",2124223.0,"Karmant Learning is a nonprofit organization that offers programs. Their programs include k-life teens magazine, a health guide curriculum, a kids journal, a podcast, online tutoring videos, online tutoring, blogs, online workshops, inspirational videos, let's chat, and buddy time. Their content created through their programs is organized around five types of health, such as mental health, physical health, emotional health, social health, and intellectual health. Clients can contact them through emails.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,4,2020,74474,False,False
A Tailored Method,2019-01-01,https://www.atailoredmethod.com,"Frisco, Texas, United States",Financial Services,"Financial Services, Insurance, Wealth Management",2771250.0,"A Tailored Method offers executive benefits, key person insurance, funding deferred compensation, succession planning, funding buy-sell agreements, asset protection, disability and extended care needs, wealth management, estate planning, charitable planning, financial planning, life insurance, investments, retirement planning, and education planning services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,86477,False,False
Hooper Tube,2019-02-22,https://hoopertube.com,"San Francisco, California, United States","Community and Lifestyle, Information Technology, Internet Services, Media and Entertainment, Professional Services, Sports","Basketball, Information Technology, Professional Networking, Social Media, Social Network, Sports",2490325.0,"Hooper Tube is where basketball meets culture and professional connection. We are the sole medium to where professionals, trainers, or aspiring basketball athletes connect to build greater opportunity in their niche, provide support for one another, and share trending content and basketball insights for enhancing our communities connection to the NBA, basketball, and hooper culture.",1001-5000,0.0,,,0.0,,0.0,,1001-5000,Private,,,,,,6,5,2019,81444,False,False
Removal Media,2019-01-01,https://www.removalmedia.com/,"Irvine, California, United States","Information Technology, Internet Services, Professional Services, Sales and Marketing","Consulting, Information Technology, Internet, Public Relations, Reputation",119716.0,"Removal Media is an online reputation management company, serving individuals and businesses from all around the globe to maintain and restore their online impression and reputation. Removal Media deletes negative online Content permanently. Other companies only suppress online Content.",1-10,1.0,Seed,2022-01-01,500000.0,Seed,500000.0,1.0,1-10,Private,,,,,,0,5,2019,15455,False,False
Legacy Sign Group,2019-01-01,https://legacysigngroup.com,"Westville, Indiana, United States","Advertising, Content and Publishing, Design, Media and Entertainment, Sales and Marketing","Advertising, Digital Signage, Graphic Design, Printing",2250679.0,"Legacy Sign Group offers design, signage solutions,  services, surveys, permits, fabrication, installation, maintenance, and complete sign project management. They provide vinyl graphics, dimensional letters, projecting signs, illuminated letters, freestanding signs, wall signs, and non-illuminating letters.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,77430,False,False
Currency Central Holdings,2021-09-01,https://currencycentralinc.com,"Charlotte, North Carolina, United States",Financial Services,Financial Services,2748931.0,"Currency Central operates licensed brokerages offering Currency trading, payments, storage (deposits) and hedging.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2021,85290,False,False
LoudSwell,2020-03-15,https://LoudSwell.com,"Seattle, Washington, United States","Media and Entertainment, Music and Audio","Media and Entertainment, Music",1365336.0,"Money to Artists, Music to Fans LoudSwell is a musician-made live streaming platform built for artists and fans. Our goal is to make it easy for performers to stream and earn a living, and for fans to watch and support the artists they love.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,58923,False,False
Early Works,2022-01-01,https://early.works,"Annapolis, Maryland, United States","Apps, Commerce and Shopping, Software","Apps, Retail",327432.0,A multidisciplinary studio building companies from the ground up while creating everything in-house.,1-10,2.0,Seed,2023-12-04,0.0,Seed,0.0,5.0,1-10,Private,,,,,,2,2,2022,30291,False,False
MA:E Magazine,2019-01-01,https://www.maemag.com/,"Ann Arbor, Michigan, United States","Content and Publishing, Media and Entertainment","Media and Entertainment, Printing, Publishing",2725353.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,85623,False,False
Vyflow,2020-01-01,https://www.vyflow.com,"San Francisco, California, United States","Financial Services, Software","Finance, Financial Services, Software",171796.0,"Vyflow provides a portal for investors to access portfolio company updates, data rooms, financial data, and confidential communications.  The San Francisco, California-based company was founded in 2020 by Nikhil Trivedi.",1-10,1.0,Seed,2020-10-01,100000.0,Seed,100000.0,1.0,1-10,Private,,,,,,0,4,2020,20007,False,False
dip,2019-09-01,https://www.i-dip.com,"New York, New York, United States","Apps, Information Technology, Mobile, Privacy and Security, Software","Identity Management, Information Technology, Mobile Apps, Software",570213.0,Dip is a mobile application that empowers users in their quest to manage their digital identities. It enables users to understand and manage their digital footprints in real-time to prevent and mitigate security and criminal threats that can cause them and those close to them harm.  The company was founded in 2019 and is headquartered in New York.,1-10,1.0,Seed,2020-02-24,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,4,2019,40431,False,False
Certified Healthcare Medical Billing Services,2019-01-01,https://www.chbmdbilling.com,"Los Angeles, California, United States",Health Care,"Health Care, Health Diagnostics, Medical",2607013.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,82770,False,False
Advanced Fire Door Systems,2019-01-01,https://www.advancedfiredoor.com,"Orlando, Florida, United States","Administrative Services, Real Estate","Construction, Facilities Support Services, Janitorial Service",2542446.0,"Advanced Fire Door Systems offers fire doors, automatic doors, horizontal sliding doors, rolling steel doors, field relabeling, access control, hardware, service request, fire door inspections, fire door repairs, fire door installations, automatic door inspections, automatic door repairs, and automatic door installations services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,82180,False,False
Fortune Unicorn Club,2022-01-01,https://fortuneunicorn.club,"San Francisco, California, United States","Blockchain and Cryptocurrency, Community and Lifestyle, Hardware, Internet Services, Media and Entertainment, Software","3D Technology, Augmented Reality, Communities, Metaverse, Web3",81797.0,ForChain Labs operates as a web3 startup. ForChain Labs mission is to adapt FUC Avatar to more metaverse and scale our own AR applications.,1-10,1.0,Seed,2023-01-26,2000000.0,Seed,2000000.0,,1-10,Private,,,,,,0,2,2022,11052,False,False
Alpine Cabinetry,2019-01-01,https://alpinecabinetry.com/,"Saint Cloud, Minnesota, United States","Commerce and Shopping, Consumer Goods, Manufacturing","Furniture, Manufacturing, Wholesale",2169312.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,75386,False,False
Best Surgery and Therapies,2021-01-01,https://www.bestsurgery.com,"Cincinnati, Ohio, United States",Health Care,"Health Care, Medical, Therapeutics",2043311.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,72676,False,False
Boti,2019-01-01,https://www.boti.studio,"Springfield, Missouri, United States","Real Estate, Science and Engineering","Architecture, Civil Engineering, Construction",849973.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,48607,False,False
Fund Launch,2019-01-01,https://www.fundlaunch.com/,"Orem, Utah, United States","Education, Financial Services, Professional Services","Consulting, Education, Financial Services, Training",221001.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,23754,False,False
TrustMe.ai,2022-03-01,http://www.trustme.ai,"Pleasanton, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Security, Cyber Security, Information Technology, Machine Learning, Network Security, Software",185500.0,"TrustMe.ai simplifies operational visibility with an integrated platform for business trust and resilience that keeps organizations safe, secure, and trustworthy.  Built by a trusted and experienced team with deep expertise in security, risk, and AI with a strong track record of successful startups.  For more information, visit our website at www.trustme.ai, e-mail us at contact@trustme.ai, or follow us on social at twitter.com/trust_me_ai and linkedin.com/company/trustme-ai.",1-10,1.0,Seed,2022-05-01,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,0.0,0.0,,2,2,2022,21025,False,False
LMN Creative Studios,2021-01-01,https://www.lmncreative.studio,"Los Angeles, California, United States","Media and Entertainment, Video","Film, Film Production, Video",2309270.0,"LMN Creative Studios is a black-owned creative studio led by a multi-hyphenate creator. They are committed to upholding and furthering the legacy of their people on screen and in real life. LMN’s purpose is to make a statement; in their work, how they work, and what they sell. They are a one-of-a-kind agency, production company, and freelance community capable of handling full-scale productions while also being available to provide individual creative services.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,78101,False,False
Hub Financing,2019-01-01,https://hubfinancing.com,"Newburyport, Massachusetts, United States",Financial Services,"Finance, Financial Services, Lending",1529087.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,63649,False,False
Evolve Lubricants,2021-01-01,https://evolvelube.com/,"Reno, Nevada, United States","Science and Engineering, Sustainability","Chemical, GreenTech, Sustainability",87006.0,,1-10,1.0,Seed,2024-01-26,100000.0,Seed,100000.0,,1-10,Private,,,,,,0,3,2021,11698,False,False
Anablock,2019-03-27,https://anablock.com,"San Francisco, California, United States","Apps, Information Technology, Professional Services, Software","Apps, Consulting, Information Services, Information Technology, Software",629857.0,A modern consulting firm focused on implementation of Salesforce technology.,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2019,42378,False,False
Faxx,2020-01-01,https://faxxapp.com,"Berkeley, California, United States","Apps, Information Technology, Mobile, Software","Information Technology, Mobile Apps, Software",977097.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,51789,False,False
Sonoma County Employees Retirement Association,2022-01-01,https://www.scretire.org,"Santa Rosa, California, United States","Community and Lifestyle, Other","Association, Professional Services, Retirement",1861616.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,69521,False,False
InfiniG,2021-05-18,https://infinig.io/,"Los Gatos, California, United States","Hardware, Information Technology, Mobile","Communications Infrastructure, Information and Communications Technology (ICT), Mobile, Network Hardware, Telecommunications",232451.0,"InfiniG develops and improves telecommunications infrastructure services inside modern buildings. It expands mobile network coverage through network architecture solutions with the help of the operators. InfiniG is based in California, USA.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,0.0,0.0,,6,2,2021,24608,False,False
Rand Labs,2019-01-30,https://randlabs.io/,"Boston, Massachusetts, United States","Blockchain and Cryptocurrency, Other, Software","Blockchain, Developer APIs",473525.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,36905,False,False
Viyb,2019-07-19,https://viyb.com/,"Los Angeles, California, United States","Internet Services, Media and Entertainment",Social Media,1452004.0,Viyb is a creative social media platform granting users the ability to communicate not only by communicating moments but by sharing viybs. Their goal is to help create a future for social media in which people are able to give their followers a deeper view into their experiences and creativity.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,62007,False,False
bnpl40,2021-01-01,https://www.bnpl40.com/,"Denver, Colorado, United States","Advertising, Commerce and Shopping, Sales and Marketing","Advertising, E-Commerce",144373.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,17825,False,False
JL Consulting Group,2020-01-03,https://www.jlconsultinggroup.net,"Seattle, Washington, United States","Administrative Services, Other, Professional Services","Consulting, Human Resources, Small and Medium Businesses",603480.0,"JL Consulting Group LLC is a woman, veteran owned small business located in the Puget Sound area of Washington State. We specialize in human resource & business consulting including staffing & placement, recruitment, employee relations, benefits, strategic planning, workforce development, training & development, HRIS Implementation and business consulting services. Our specialized human resources & business consulting services are designed with the client in mind.  Here to fill all of your HR & Business needs all in one. We are results driven professionals that assist a variety of clients in the government, corporate and entrepreneur sector.",1-10,1.0,Seed,2021-09-18,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,4,2020,41532,False,False
Hatch,2020-01-01,https://hatch.one,"Seattle, Washington, United States","Content and Publishing, Media and Entertainment, Software","Enterprise Software, Photo Editing, Software, Web Development",348789.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,4,2020,31423,False,False
MonCap,2021-07-01,https://www.moncap.vc,"Boulder, Colorado, United States","Financial Services, Lending and Investments",Venture Capital,114026.0,"MonCap is a growth-based investment firm backed by some of the world's largest family offices and institutions. We seek to invest $10-$100mm into companies and managers who share our ambitious goals of changing the world. Our strategy revolves around being great partners and providing resources to foster transformational growth. Our flexible mandate allows us to create bespoke solutions for sellers, management teams, and strategic partners. The collective experience of our partnership spans a broad array of industries and geographies. Visit www.moncap.vc for more information.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,14844,False,False
AxisPoint Alliance,2019-01-01,https://www.axispointalliance.com/,"New Albany, Indiana, United States","Manufacturing, Real Estate","Building Material, Manufacturing",167144.0,AxisPoint Alliance specialize in finish facility materials. APA specializes in the materials used to make facilities beautiful.,1-10,1.0,Seed,2019-10-29,1000000.0,Seed,1000000.0,1.0,1-10,Private,,,,,,0,5,2019,19640,False,False
Framework Mortgage,2021-01-01,https://frameworklending.com,"Huntington Beach, California, United States",Financial Services,"Finance, Financial Services, Lending",1452100.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,62003,False,False
Decker Retirement Planning,2021-01-01,https://www.deckerretirementplanning.com,"Salt Lake City, Utah, United States",Financial Services,"Financial Services, Insurance, Wealth Management",1397692.0,"Decker Retirement Planning is a financial planner. They provide financial capability study, a safer distribution plan, a safer tax plan, safer investment options, and social security optimization services. They provide riskalyze technology service. That helps ensure clients' portfolios align with their investment goals and expectations. Together they can take the guesswork out of clients' financial future.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,59903,False,False
Boxed Basics,2020-04-17,https://www.theboxedbasics.com,"New York, New York, United States","Commerce and Shopping, Community and Lifestyle, Health Care, Other","E-Commerce, Men's, Subscription Service, Wellness",173222.0,"Boxed Basics is a men's self-care product curator that collaborates with prominent brands to provide a range of toiletries right to their customers' doors. Customers can get all the self-care products they need in one place in portable sizes, effortlessly, and conveniently. Boxed Basics is headquartered in New York, New York and was founded in 2020.",1-10,1.0,Seed,2021-01-05,75000.0,Pre-Seed,75000.0,2.0,1-10,Private,,,,,,0,3,2020,20114,False,False
Seattle Sports Commission,2021-01-01,https://www.seattlesports.org/,"Seattle, Washington, United States","Other, Professional Services, Social Impact, Sports","Business Development, Non Profit, Sports",902699.0,"The Seattle Sports Commission is building a world-class sports market. They drive economic vitality, stimulate civic pride, create extraordinary experiences and generate positive media attention across the globe. The SSC serves as a one-stop resource for our professional sports teams, university athletic departments, sports venues, and youth sports organizations, as well as event organizers interested in the Seattle market.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,49953,False,False
PickupScript,2018-09-17,https://www.pickupscript.com/,"Seattle, Washington, United States","Health Care, Mobile","Health Care, Mobile",3209590.0,"Pickup and delivery of filled prescriptions from independent pharmacies. PickupScript eliminates the hassle of hiring drivers, managing logistics, tracking orders, and cataloging delivery confirmations.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,90762,False,False
42 Macro,2021-01-01,https://42macro.com,"Palmetto, Florida, United States","Financial Services, Lending and Investments, Professional Services","Financial Services, Impact Investing, Risk Management",346203.0,"42 Macro is an online investment research provider that specializes in macro risk management. The company offers a unique approach to investment, focusing on asset allocation and portfolio construction. Their services include providing macro data, professional to professional interactions, and access to their research. They also offer a Macro Bundle that includes daily, weekly, and monthly research. The company's founder and CEO, Darius Dale, is a macro strategist who provides insights and updates through blog posts and virtual meetings.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,31289,False,False
The Link,2021-06-01,https://www.thelink.ai,"Austin, Texas, United States","Real Estate, Software","Construction, Software",414159.0,"Construction is based on specifications, the 'instruction manual' that complements drawings. Currently delivered to projects large and small as PDFs, and created with MS Word, there is a huge opportunity to modernize specifications and the processes they are part of. More broadly, specifications are the gateway for new products, sustainable products, and new technologies. The Link will modernize this ecosystem, in the process streamlining critical workflows and dramatically lowering risk associated with missed specifications. This risk is exemplified by average lawsuit sizes of $38MM+.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,34481,False,False
