company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Joiib,2020-01-01,https://joiib.com/,"Miami, Florida, United States","Data and Analytics, Information Technology, Internet Services","Big Data, Internet of Things, IT Infrastructure",2387677.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,79932,False,False
forml,2023-01-01,https://forml.ai/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning",104878.0,,1-10,1.0,,2023-11-03,150000.0,Convertible Note,150000.0,,1-10,Private,,,,,,1,2023,13824,False,False
Catalyst Experiential,2018-01-01,https://www.catalystex.com/,"Newtown Square, Pennsylvania, United States","Community and Lifestyle, Real Estate","Architecture, Communities",556594.0,"Catalyst Experiential is redefining the physical form of communication by integrating visual communication technology with local landmarks, infrastructure, and community experiences. Imagine dog parks, pedestrian bridges, art centers, or fire stations that serve the public while enabling the local government, schools, charities, and businesses to speak directly to the community they serve. That’s what we create.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,39928,False,False
Teamtap,2020-01-01,https://teamtap.io/,"Stockholm, Maine, United States","Education, Software",E-Learning,2975699.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,88023,False,False
TechCure RCM,2018-01-01,http://techcurercm.com,"Santa Fe, New Mexico, United States","Health Care, Payments, Software","Billing, Health Care, Medical",1272858.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2018,57604,False,False
Glueiq,2018-01-01,https://www.glue-iq.com,"Miami, Florida, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Creative Agency, Digital Marketing",400594.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,33888,False,False
Valeo Vocation,2018-01-01,https://www.valeovocation.org,"Tacoma, Washington, United States","Community and Lifestyle, Other, Professional Services, Social Impact","Non Profit, Recruiting, Social",1044600.0,"Valeo Vocation is a nonprofit organization. They offer staffing, quick income access, case management, unique programming, transitional employment, support services, and competitive employment. They provide for unemployment, homelessness, and government agencies. They address inquiries through messages and emails.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,52602,False,False
Tabula Learning,2018-07-01,http://www.tabulalearning.com,"New York, New York, United States",Education,Education,1287524.0,"Tabula Learning is taking Learning Management Systems to the next level, from a curriculum delivery platform to an intelligent student guide. We call it a Learning Achievement System. Tabula trains students to develop effective study habits, focusing attention, time planning and management, and communication and collaboration with teachers and peers.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,58892,False,False
Virtual Role,2018-01-01,https://www.virtualrole.com,"Clearwater, Florida, United States","Hardware, Other, Professional Services","Customer Service, Quality Assurance, Telecommunications",910850.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2018,50149,False,False
HomeStow,2019-08-13,https://www.homestow.com,"Denver, Colorado, United States","Other, Real Estate, Sales and Marketing","Home Services, Local, Local Business, Professional Services",869218.0,"HomeStow is a platform that helps homeowners find the education, goods, and services they need to properly take care of their home.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,49099,False,False
Decentralized Identity Foundation,2018-01-01,http://identity.foundation/,"Los Gatos, California, United States",Software,Open Source,706546.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,44662,False,False
Clarity Commercial,2018-01-01,https://myclaritycommercial.com,"Saint Louis Park, Minnesota, United States","Financial Services, Other, Real Estate","Asset Management, Commercial, Property Management, Real Estate",2199494.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,76545,False,False
American MasterMinds,2020-01-01,https://americanmasterminds.org,"Denver, Colorado, United States","Media and Entertainment, Professional Services","Advice, Business Development, Consulting",2539017.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,82246,False,False
Savepoint,2020-02-12,http://savepoint.games,"Belmont, Massachusetts, United States",Gaming,"Gaming, PC Games, Video Games",123580.0,"Savepoint is a mobile gaming company that develops free-to-play mobile games that are a net positive in its players’ lives. It was founded in 2020 and is based in Belmont, Massachusetts.",1-10,1.0,,2022-01-31,2499998.0,Venture - Series Unknown,2499998.0,1.0,1-10,Private,,,,,,1,2020,15842,False,False
Aeura,2020-01-01,https://www.andurainc.com,"Las Vegas, Nevada, United States","Commerce and Shopping, Health Care","Alternative Medicine, E-Commerce, Retail, Wellness",1753749.0,"Aeura is a natural health and wellness products distributor. They provide an anti-viral homeopathic remedy to treat and prevent the symptoms of cold sores, herpes, and shingles. The customer queries are addressed through an online form.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,66989,False,False
ConnectMed360,2020-01-01,https://connectmed360.com,"Louisville, Kentucky, United States","Hardware, Health Care","Health Care, Telecommunications",657935.0,,101-250,,,,,,,,101-250,Private,,,,,,6,2020,43265,False,False
Production Technology Partners,2020-01-01,https://www.ptplive.com,"Nashville, Tennessee, United States","Events, Media and Entertainment","Event Management, Events, Media and Entertainment",937398.0,"Production Technology Partners provides media and entertainment services. They provide initial designs and budgeting, content creation, and rehearsal services for events. They address inquiries through phone calls and emails.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,50794,False,False
Soccer Odds Inc.,2022-05-01,https://www.socceroddsapp.com/,"Los Angeles, California, United States","Apps, Gaming, Software, Sports","Apps, Gambling, Software, Sports",1036134.0,Creating THE betting app for soccer bettors in the United States,1-10,1.0,,2021-07-01,,Non-equity Assistance,,1.0,1-10,Private,,,,,,3,2022,52410,False,False
Thermal,2018-01-01,https://www.thermal.co/,"Santa Monica, California, United States","Financial Services, Lending and Investments","Finance, Impact Investing, Venture Capital",815095.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2018,47661,False,False
Zero Bond,2019-01-01,https://zerobondny.com/,"New York, New York, United States","Food and Beverage, Travel and Tourism","Hospitality, Restaurants",317900.0,,101-250,1.0,Seed,2021-01-01,,Seed,,,101-250,Private,,,,,,2,2019,29769,False,False
Pristine Title Services,2018-01-01,https://pristinetitles.com/,"League City, Texas, United States","Financial Services, Information Technology, Professional Services, Software","Consulting, Document Management, Financial Services, Legal",1136788.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,55045,False,False
mymediport,2018-01-01,https://mymediport.com,"Plano, Texas, United States","Apps, Data and Analytics, Health Care, Information Technology, Mobile, Software","Analytics, Data Integration, Electronic Health Record (EHR), Health Care, Medical, mHealth, Mobile Apps",534616.0,"mymediport is a cognitive data integration engine and analytics platform, designed to provide many useful and much needed services to stakeholders in the global healthcare industry. mymediport provides a mobile patient app and healthcare provider portal services. The mymediport patient app can securely provide medical history delivered to patients in a snap.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,39192,False,False
Chatham Insurance Partners,2018-01-01,https://chathaminsurance.com/#,"Savannah, Georgia, United States","Financial Services, Travel and Tourism","Auto Insurance, Hospitality, Insurance",2178219.0,,11-50,,,,,,,,11-50,Private,,,0.0,1.0,,6,2018,75230,False,False
Codehof,2019-06-11,https://codehof.com,"Las Vegas, Nevada, United States","Information Technology, Software","Information Technology, Software",2416657.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,0.0,,6,2019,79514,False,False
Clear Core,2019-01-01,https://www.clearcore.info,"Tucson, Arizona, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Business Intelligence, Cloud Data Services, Consulting",866630.0,"Clear Core uses automation and artificial intelligence to deliver the business intelligence and data science team to clients securely in the cloud. Their services include implementation and project support, drive cloud platform, and data clarity processing. They respond to customer inquiries by phone, contact form, and email.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,49042,False,False
wander & roam,2018-06-08,https://wander-and-roam.com,"Pawleys Island, South Carolina, United States","Commerce and Shopping, Community and Lifestyle","Baby, Children, E-Commerce, Retail",989101.0,"At wander & roam we create one-piece foam play mats that blend in seamlessly with any home decor.  Our non-toxic reversible mats are made of one continuous piece of eco-friendly foam, large enough for your little ones to wander and roam on and thick enough to soften tumbles and falls. Our mats are designed to live in any room of your home (not just the playroom) or roll up for easy storage when not in use.",1-10,,,,,,,,1-10,Private,,,0.0,1.0,,6,2018,52081,False,False
Cactus Creek Land Clearing,2018-01-01,https://www.cactuscreekholdings.com,"Kerrville, Texas, United States",Real Estate,"Home and Garden, Landscaping",1342243.0,"Cactus Creek Holdings LLC is a family-owned business that specializes in land clearing services. The company is known for its timeliness and excellent customer service, as evidenced by its 5-star reviews. In addition to land clearing, Cactus Creek Holdings LLC also offers rock milling services. The company operates under the financial services industry and has a team of 7 employees.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,59419,False,False
FyzioGym Revolution,2019-01-01,https://www.fyziogym.com,"Huntington Beach, California, United States","Health Care, Sports","Fitness, Health Care, Therapeutics, Wellness",2921779.0,"FyzioGym Revolution is a company that combines physical therapy, nutrition, fitness, and sports performance. The company's services are designed to speed recovery from injury or surgery. The programming is created by physical therapists, also known as physiotherapists. FyzioGym Revolution also offers functional training and corrective exercise. The company's approach is to build up their clients without breaking them down, focusing on improving functional fitness and sports performance.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,87351,False,False
Smooth Ag,2020-01-01,https://www.smoothag.com,"Graham, Texas, United States","Agriculture and Farming, Hardware, Manufacturing, Science and Engineering, Software","AgTech, Manufacturing, Robotics",66986.0,"Smooth Ag is at the forefront of agtech innovation, redefining ranch management with our cutting-edge solutions. Our flagship product, the Ranch Rover, stands as the world's first autonomous rangeland feeder, utilizing AI for intelligent data-driven ranching. Committed to efficiency, sustainability, and profitability, we bridge the gap between traditional ranching practices and transformative technology. Our integrated platform, RanchSync, provides a seamless interface for ranchers, while the data we collect opens new possibilities for research, risk management, and policy decisions. With a foundation rooted in a century of family tradition in ranching, Smooth Ag combines practical knowledge with business acumen, propelling the ranching industry into a new era.",1-10,3.0,Seed,2023-08-23,250000.0,Pre-Seed,323500.0,,1-10,Private,,,,,,0,2020,9129,False,False
Cushybots,2019-01-01,https://cushybots.com/,"Wilmington, Delaware, United States","Consumer Electronics, Hardware, Science and Engineering, Software","Consumer Electronics, Robotics",2302641.0,"Parents know how difficult it can be for young children to express themselves through voice/video calls. Young children don’t respond well to a barrage of questions and engagements longer than five minutes are difficult. The whole experience can leave both child and parent feeling frustrated with the lack of intimacy. By enabling remote natural play experiences, Cushybots cuts through the confrontation of a voice/video call, allowing the parent to participate in ordinary play activities where communication flows naturally.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,78204,False,False
MADEYN,2021-01-01,https://madeyn.com,"New York, New York, United States",Software,Software,1757760.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,66927,False,False
Frame,2019-01-01,https://frame.partners,"Flushing, New York, United States","Financial Services, Lending and Investments","Finance, Financial Services, Impact Investing",2294438.0,"Frame solve for execution risk. Organizations with committed stakeholders, a defined strategy, and a growing team still struggle with execution. Poor execution erodes confidence and significantly impacts your trajectory",11-50,,,,,,,,11-50,Private,,,,,,6,2019,78327,False,False
Current Naturals,2018-03-10,https://currentnaturals.com,"Springfield, Missouri, United States",Health Care,Health Care,1471645.0,"Current Naturals is a CBD distributor based out of Springfield, MO that is dedicated to providing CBD products with the the utmost transparency.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,61633,False,False
Genie Enterprise,2018-01-01,https://genie-enterprise.com/,"Wilmington, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",407607.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,2.0,,6,2018,34192,False,False
Chris Kresser,2020-01-28,https://chriskresser.com/,"California, Kentucky, United States","Content and Publishing, Health Care, Media and Entertainment","Books, EBooks, Health Care, Medical",611696.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,41790,False,False
Seesaw,2019-01-01,https://www.seesawtravel.com,"Raleigh, North Carolina, United States","Internet Services, Media and Entertainment, Software, Travel and Tourism","Social Media, Software, Travel",1509257.0,"Welcome to Seesaw, the world’s first social travel discovery platform!  We are creating a platform centered around organic, sharable trips that joins the discovery, planning, and booking aspects of travel all in one place. Seesaw is based around trips, which anyone can create. Trips show off where you’ve traveled, the cool things you did and saw there, and tips and tricks for other travelers. These details are organized into a sleek itinerary, which can be shared, discovered, and remixed by fellow travelers to create their own perfect trips. Right now, travelers are forced to spend an enormous amount of time and energy sorting through thousands of travel options, reading reviews, and trying to make decisions on things to do on a trip. At the same time, passionate creators squeeze their travel experience and expertise into tiny Instagram comments or giant, text-heavy Facebook posts. So much value is lost. To fix these issues, we are reimagining travel planning with Seesaw. Seesaw brings together creators, influencers, and travelers into a community of worldwide travelers who can create, share, and discover their next adventure.",1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2019,62486,False,False
The Period Pantry,2020-01-01,https://www.theperiodpantryproject.org,"Columbus, Ohio, United States","Other, Social Impact",Non Profit,385412.0,Period Pantry Project's mission is to establish a dependable source of period hygiene supplies that is accessible to anyone in the Central Ohio,1-10,1.0,,2023-05-30,2500.0,Grant,2500.0,,1-10,Private,,,,,,1,2020,33194,False,False
Instadeq,2021-03-05,https://instadeq.com/,"Middletown, Delaware, United States","Data and Analytics, Information Technology, Software","Analytics, Information Services, Software",556983.0,"NoCode Data Analysis and Visualization Web Application available as SaaS, In-house or Managed Cloud. Enables nontechnical knowledge workers to consume, integrate, analize and visualize data from multiple formats (Excel, CSV, JSON, Databases), create and share visualizations to any device with a modern web browser.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2021,39937,False,False
Siana Aesthetics Medical Spa,2020-01-01,https://www.sianaaesthetics.com,"Beverly, Massachusetts, United States","Consumer Goods, Health Care","Beauty, Health Care, Medical",712977.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,44879,False,False
Logistis for Designers,2019-01-01,https://www.logistis.design,"Los Angeles, California, United States","Design, Financial Services, Media and Entertainment, Professional Services, Real Estate","Accounting, Advice, Interior Design",1834484.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,68538,False,False
Simera,2022-11-18,https://simera.io/,"Boston, Massachusetts, United States","Administrative Services, Education, Other, Professional Services","Recruiting, Service Industry, Staffing Agency, Training",154444.0,"Simera provides staffing services. They offer services that include talent acquisition, training, technology, and recruiting.",101-250,1.0,Seed,2022-12-01,,Seed,,1.0,101-250,Private,,,,,,2,2022,18634,False,False
Torq People Solutions,2020-01-01,https://torqpeoplesolutions.com,"Plano, Texas, United States","Administrative Services, Other, Professional Services, Sales and Marketing","Consulting, Digital Marketing, Management Consulting, Project Management",255554.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,26126,False,False
Posh Brokerage and Associates,2018-01-01,https://poshbrokeragefirm.com,"Southfield, Michigan, United States","Administrative Services, Commerce and Shopping, Other, Real Estate","Project Management, Property Management, Real Estate, Rental",3170494.0,"Posh Brokerage and Associates aims to assist all clients with community real estate needs and guarantee services for their reputable firm. Their services include home buying, house selling, rental, project management, and property management.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,91050,False,False
Ladder,2019-12-19,https://myladder.health,"Washington, District of Columbia, United States","Apps, Health Care, Mobile, Software","Health Care, Mental Health, Mobile Apps, Wellness",353709.0,"Ladder is a mental wellness app that tracks how behaviors, emotions, and thoughts impact well-being. Users build habits with an activity tracker, develop self-awareness with a CBT-based digital journal, and receive actionable insights powered by data. We’re designed like a continuous self-study, where n=1 (you). Ladder then solves for x, where x = your mental wellness goals.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,31670,False,False
Ashkar Consulting,2021-01-01,https://ashkarconsulting.com,"Houston, Texas, United States","Design, Hardware, Other, Professional Services, Real Estate","Customer Service, Home Services, Industrial Design",2865356.0,"Ashkar Consulting offers design, operation, installation, and maintenance of heating, ventilation, and air conditioning HVAC systems. They provide engineering services including engineering peer review, third-party consultation, design assistance, training, and construction administration.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,86635,False,False
Tutorbook,2018-01-01,http://tutorbook.app,"Palo Alto, California, United States","Apps, Education, Software","Education, Tutoring, Web Apps",2061416.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,72348,False,False
SparkByExamples.com,2019-01-01,https://sparkbyexamples.com,"Irvine, California, United States","Education, Information Technology","Education, Information Services, Information Technology, Training",1484457.0,"SparkByExamples.com is a BigData and Spark community page with the intent to share the knowledge that we come across on Big Data tools and running them on cloud platforms. All examples we have explained on this site are simple, easy to understand, and well tested in our development environment.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,62954,False,False
Hearth Labs,2018-01-01,https://www.hearthlabs.com,"New York, New York, United States","Energy, Hardware, Real Estate, Sustainability","Energy Efficiency, Green Building, Real Estate, Sensor, Smart Building, Sustainability",309453.0,Hearth Labs develops thermal-LiDAR sensors to better understand the built environment by measuring the missing half of thermal comfort.,1-10,4.0,Seed,2021-03-04,,Grant,,1.0,1-10,Private,,,,,,2,2018,29279,False,False
Exagon Impact Capital,2020-01-01,https://exagonimpact.com,"New York, New York, United States","Financial Services, Lending and Investments, Real Estate","Finance, Financial Services, Impact Investing, Real Estate Investment",1558209.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,63061,False,False
GoldenPegasus,2020-01-01,https://goldenpegasusit.com,"Newark, Delaware, United States","Administrative Services, Information Technology, Professional Services, Sales and Marketing","Consulting, Digital Marketing, Information Technology, Management Consulting, Staffing Agency",1210858.0,"GoldenPegasus offers IT services, staffing services, training programs, digital marketing, training programs, on-demand multi-tenant cloud integration platform, critical workforce management, and cutting-edge digital solution services.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,56040,False,False
Vimachem,2018-01-01,https://www.vimachem.com,"New York, New York, United States","Information Technology, Other, Software","Information Technology, Small and Medium Businesses, Software",311932.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,29423,False,False
AIG,2021-01-01,https://www.appliedimpacts.com,"Woodbridge, Virginia, United States","Education, Information Technology, Internet Services, Professional Services, Software","Cloud Computing, Information Technology, Management Consulting, Training",1420230.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,61043,False,False
Sansbank,2021-06-17,http://sansbank.io,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Real Estate","Blockchain, Commercial Lending, Commercial Real Estate, Crowdfunding, Financial Services",1482227.0,,1-10,,,,,,,4.0,1-10,Private,,,,,,6,2021,61422,False,False
Acceptance Home Health,2019-01-01,https://www.acceptancehh.com,"Dallas, Texas, United States",Health Care,"Health Care, Hospital, Medical, Rehabilitation, Wellness",1985966.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,72079,False,False
Mass Motor Vault,2021-03-04,https://massmotorvault.com/,"Bridgewater, Massachusetts, United States",Transportation,Automotive,2292734.0,"We provide storage for cars, trucks, vans, and motorcycles. We're conveniently located near the intersection of routes 495 & 24",1-10,,,,,,,,1-10,Private,,,,,,6,2021,78355,False,False
A3 Innovation,2018-05-01,https://a3illc.com,"Amelia, Ohio, United States","Internet Services, Professional Services, Sales and Marketing, Software","Consulting, SEO, Web Development, Web Hosting",2075856.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,73675,False,False
MedUX LLC,2018-01-01,https://www.medux-llc.com/,"Syracuse, New York, United States",Health Care,Health Care,2254371.0,MedUX LLC is a medical design and research firm creating innovative solutions in healthcare.,1-10,1.0,,2020-10-21,,Non-equity Assistance,,2.0,1-10,Private,,,0.0,1.0,,3,2018,77367,False,False
Bloc13 Agency,2019-01-01,https://bloc13agency.com,"Los Angeles, California, United States","Advertising, Professional Services, Sales and Marketing","Advertising, Consulting, Social Media Marketing",1450192.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,62043,False,False
Vita Dental,2018-01-01,https://www.vitadental.com,"Mason, Ohio, United States",Health Care,"Health Care, Hospital, Medical",1614557.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,65086,False,False
Emerald Research Group,2019-01-01,https://emeraldresearchgroup.com,"Bellevue, Washington, United States","Data and Analytics, Design, Professional Services","Consulting, Market Research",745214.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,45753,False,False
Mobcorp Enterprise Cloud,2022-03-01,https://mobcorp.io,"Delaware City, Delaware, United States","Hardware, Information Technology, Internet Services, Software","Cloud Infrastructure, Private Cloud, Web Hosting",2190434.0,"A platform for developing and hosting applications in the cloud, based on Kubernetes k3s and with its own infrastructure.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,75015,False,False
1180 Media,2020-01-01,http://www.1180.co,"New York, New York, United States","Advertising, Media and Entertainment, Sales and Marketing","Advertising, Media and Entertainment",573821.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,40559,False,False
Le Car,2018-06-05,http://lecar.co,"Novi, Michigan, United States","Commerce and Shopping, Data and Analytics, Design, Media and Entertainment, Transportation","Consumer Research, Media and Entertainment, Shopping, Transportation",142919.0,Le Car matches people to vehicles aligned with their needs and wants. To simplify the car buying process and empower people to make better mobility choices.,1-10,1.0,Seed,2019-07-15,120000.0,Pre-Seed,120000.0,1.0,1-10,Private,,,,,,0,2018,17699,False,False
nova,2022-01-01,https://www.joinnova.xyz/,"Frisco, Texas, United States",Software,Web Development,2923939.0,"Nova, a B2B logistics and sourcing platform with ""deep product market fit,"" seeks to simplify sourcing pipelines for manufacturers and expedite supplier interactions",1-10,,,,,,,,1-10,Private,,,,,,6,2022,87324,False,False
Checkerspot Brewing,2018-01-01,https://checkerspotbrewing.com,"Baltimore, Maryland, United States","Events, Food and Beverage, Media and Entertainment","Brewing, Events, Food and Beverage, Wine And Spirits",1577851.0,"Checkerspot Brewing provides craft beer and food. They host business meetings, anniversary parties, birthday parties, weddings, rehearsal dinners, team-building events, holiday parties, fundraisers, and more.",1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2018,64229,False,False
Hiveku,2018-01-01,https://hiveku.com,"Dallas, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",1435436.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,60745,False,False
CXApp,2023-01-01,https://cxapp.com,"Palo Alto, California, United States","Apps, Information Technology, Mobile, Software","Apps, Information Technology, Mobile Apps, Software",304331.0,,51-100,,,,,,,1.0,51-100,Private,,,,,,6,2023,28966,False,False
Gleason Realty,2018-01-01,https://gleasonrealtyfl.com,"Pompano Beach, Florida, United States","Commerce and Shopping, Real Estate","Real Estate, Rental, Residential",2417833.0,"Gleason Realty provides properties for sale and for rent, new developments with floor plans. Their services include real estate, residential sales, and residential rentals.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,79494,False,False
Digital Di Consultants,2022-01-01,https://digitaldiconsultants.com/,"Austin, Texas, United States","Data and Analytics, Other, Professional Services, Software","B2B, Consulting, Data Management, Database, Management Consulting",689355.0,"At Digital Di Consultants, we believe in delivering results-driven solutions that help you achieve your business objectives. Our team of experts brings extensive knowledge and experience to the table, providing you with the guidance and support you need to optimize your marketing and sales efforts. Whether you are looking for assistance with MarTech consultation or Data Management services, we offer customized solutions that meet your unique needs and requirements. We are committed to staying ahead of the curve, continuously innovating and exploring new possibilities to help you succeed. From small startups to established enterprises, we work with all types of businesses, tailoring our services to your specific industry and niche. At Digital Di Consultants, your success is our top priority, and we look forward to partnering with you to help you achieve your business goals.",11-50,,,,,,,,11-50,Private,,,,,,6,2022,44144,False,False
PSYKHE AI,2020-01-06,https://www.psykhe.com,"New York, New York, United States","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Health Care, Other, Science and Engineering, Software","Artificial Intelligence (AI), Consumer, E-Commerce, Machine Learning, Personalization, Psychology, Retail, Retail Technology",117927.0,PSYKHE is an AI-powered psychological personalization platform that uses psychographic characteristics to provide a human online experience.,1-10,3.0,Seed,2023-03-08,,Non-equity Assistance,1960000.0,1.0,1-10,Private,,,,,,1,2020,15244,False,False
IT OPENDOORS,2020-01-01,https://itopendoors.com,"Plano, Texas, United States","Data and Analytics, Information Technology, Internet Services, Software","Big Data, Cloud Computing, Information Technology, Software",590207.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,41101,False,False
Moovd,2018-01-01,http://getmoovd.com,"Seattle, Washington, United States","Administrative Services, Commerce and Shopping, Other, Real Estate, Transportation","B2B, B2C, E-Commerce, Home Services, Housekeeping Service, Logistics, Price Comparison, Sharing Economy",1077923.0,"Moovd seamlessly ties service and technology together to craft a stress-free end-to-end moving experience. Our mission is all about crafting lifestyle services and products for moving, cleaning, and scheduled delivery for your home that is sustainable, beautiful and functional; while helping to Save the Bees.",1-10,,,,,,,1.0,1-10,Private,,,0.0,0.0,,6,2018,53388,False,False
Simply Sold Homes,2018-01-01,https://simplysoldhomesusa.com,"Atlanta, Georgia, United States","Financial Services, Real Estate","Property Management, Real Estate, Real Estate Investment, Residential",1065216.0,Simply Sold Homes is a real estate consultant. They specialize in providing real estate expertise and solutions. They offer home buying and selling services. They provide real estate and property management services.,11-50,,,,,,,,11-50,Private,,,,,,6,2018,53085,False,False
Precision Athletics,2019-01-01,https://precisionathleticswi.com,"Oshkosh, Wisconsin, United States","Education, Sports","Fitness, Sports, Training",1642669.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,66114,False,False
Super Kids Austin,2018-01-01,https://superkidsaustin.com,"Austin, Texas, United States",Health Care,"Child Care, Dental, Health Care",2240020.0,"Super Kids Austin provides emergency dental care services. Their services include sedation services, fluoride, fillings, crowns, sealants, extractions, space maintainers, x-rays, and pulpotomy.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,77601,False,False
Karini AI,2023-08-15,https://www.karini.ai,"Alpharetta, Georgia, United States","Information Technology, Software","Information Technology, Software",204731.0,"Karini.ai: Unleash the Transformative Power of Generative AI for Your Enterprise Karini.ai empowers enterprises to unlock the transformative potential of Generative AI (GenAI) through a comprehensive GenAIOps platform. Our solution streamlines the entire development lifecycle, from data preparation to deployment, accelerating innovation and ensuring efficient, scalable enterprise AI application orchestration. Unparalleled Time to Value: Karini.ai tackles traditional GenAI operational challenges, including governance, quality, and security concerns. This translates to a significantly faster time to value (TTV), empowering you to unlock the benefits of GenAI sooner and achieve tangible improvements in customer satisfaction and operational efficiency. Effortless GenAI Integration: Karini.ai seamlessly integrates with your existing enterprise applications, unlocking the power of GenAI: access cutting-edge models, an interactive prompt playground, and user-friendly drag-and-drop workflows for effortless application development. Sophisticated data preparation methods and meticulous access controls ensure data integrity and security, while advanced observability tools like ""Prompt Lens"" empower you to fine-tune models and guarantee response quality. Democratizing GenAI Development: Our intuitive, no-code interface makes GenAI development accessible to your organization's more comprehensive range of users. Seamlessly access leading open-source Large Language Models (LLMs) and premium SaaS solutions. Design, test, and benchmark prompts within the platform to rapidly build and deploy AI-powered assistants with features like content safety, moderation, and styling. Comprehensive Management and Security: Karini.ai empowers administrators with extensive performance evaluation and user feedback collection tools to ensure continuous improvement. Foster trust and transparency with inline citations, while robust security and governance features guarantee enterprise-grade protection. The centralized admin dashboard provides valuable insights into usage, performance, and trends, making Karini.ai versatile for tasks such as assistant creation, text generation, summarization, Q&A, semantic search, and classification. Karini.ai: Your Trusted Partner in the Generative AI Revolution With Karini.ai, you gain more than just a platform; you gain a trusted partner in your journey to unlocking the transformative power of Generative AI. We dedicate ourselves to helping you embrace the future of AI and unlock your business's full potential with our platform.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2023,22491,False,False
