company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
"Transformation Insights, inc.",2021-05-14,https://www.transformationinsights.io,"Lexington, New York, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Robotic Process Automation (RPA)",28075.0,"Transformation Insights or TI as we call it, began as a single shingle consultancy in the founder's basement. What began as a hobby in between work has now grown into a first of its kind technology company and Artificial Intelligence product called KTA.  As KTA develops it will morph into Rozzy the first cybernetic intelligence built to help humanity win at change.",1-10,2.0,Seed,2024-02-15,,Pre-Seed,500000.0,1.0,1-10,Private,,,,,,1,2021,2891,False,False
Alora,2019-09-03,https://www.alora.world,"San Francisco, California, United States","Agriculture and Farming, Biotechnology, Food and Beverage, Science and Engineering","Agriculture, Biotechnology, Farming, Food Processing",144315.0,"Alora is an ocean agriculture company building the technology of today to bring peace tomorrow. The company solution genetically fortifies their crops so that they may grow in the oceans, similar to hydroponics. They create a cellular cycle of original and independent genes to promote a system that works together, rather than alone, distributing the pressure of saltwater over a more capable group of genes. Agri design mimics nature and recreates these natural effects using the genetic material already found in their land crops. Their farms are designed with spatial optimization and a hydroponic basis in mind, wave motion is mitigated and the plant roots are positioned to absorb the necessary nutrients directly from the surrounding saltwater.",1-10,4.0,Seed,2022-04-07,1400000.0,Seed,1650000.0,2.0,1-10,Private,,,2.0,0.0,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,0,2019,17819,False,False
Property Support,2018-01-01,https://propertysupport.co/,"Hallandale, Florida, United States","Information Technology, Internet Services, Messaging and Telecommunications, Software","Cloud Computing, Information Technology, VoIP",1109056.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,54064,False,False
Roseade USA,2021-03-01,https://www.roseadeusa.com,"Redondo Beach, California, United States","Consumer Goods, Food and Beverage","Consumer Goods, Food and Beverage, Wine And Spirits",571338.0,Roseade USA is a female founded company led by husband and wife wine industry veterans Karl Ziegler and Victoria Ash in partnership with Lee Smallman of Chirping Bird Wines.  The refreshing wine-based spritzer is a low-alcohol (8% ABV). gluten-free RTD combination of high-quality Rose wine and fresh squeezed lemonade with infectious branding that stands out in the sea of Spirits based RTD's and seltzers.,1-10,,,,,,,2.0,1-10,Private,,,0.0,2.0,,6,2021,40474,False,False
tapNpay,2019-01-01,https://www.tapnpay.com,"Cedar Park, Texas, United States","Financial Services, Payments","Financial Services, FinTech, Payments",518611.0,"tapNpay is a toll agency that provides payment services. Their services include payment, toll collection, saas. They offer customer support through email and contact number.",11-50,,M&A,,,,,,11-50,Private,,,,,,5,2019,38630,False,False
simpleAR,2021-01-01,https://simplear.io/,"Irvine, California, United States","Hardware, Information Technology, Software","Augmented Reality, Information Technology, Software",3097418.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,90582,False,False
MediaTechResource,2019-01-01,https://mediatechresource.com/,"San Francisco, California, United States",Sales and Marketing,Public Relations,3198245.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,90834,False,False
Servpro of Carbon County & Pocono Pines,2021-01-01,https://www.servprocarboncountypoconopines.com,"Jim Thorpe, Pennsylvania, United States","Government and Military, Other, Real Estate, Sustainability","CleanTech, Commercial, Public Safety, Residential",2837836.0,"Servpro of Carbon County & Pocono Pines offers residential services such as water damage restoration, fire damage restoration, mold remediation, storm damage restoration, cleaning services, and building services.",11-50,,,,,,,,11-50,Private,,,,,,6,2021,87052,False,False
Kymeera,2020-01-01,https://kymeera.net,"Kansas City, Missouri, United States",Sales and Marketing,"Lead Generation, Marketing, Sales",1587675.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,64058,False,False
Desk365.io,2021-02-19,https://www.desk365.io,"San Francisco, California, United States",Software,"SaaS, Software",322209.0,"Desk365 is a modern customer service software that is tightly integrated with Microsoft 365 and delivered via the channels your customers prefer: Microsoft Teams, Email, Web Widgets, Web Portals, Phone and more.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,29988,False,False
Takeo,2019-01-01,https://www.takeo.ai/,"New York, New York, United States","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Privacy and Security, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, Consulting, Cyber Security, Information Technology, Machine Learning, Project Management, Recruiting, Software, Staffing Agency",251737.0,,101-250,,,,,,,1.0,101-250,Private,,,,,,6,2019,25857,False,False
The Genesis Inspiration Foundation,2018-01-01,https://genesisinspirationfoundation.org/,"Fountain Valley, California, United States","Education, Other, Social Impact","Education, Non Profit",84326.0,The Genesis Inspiration Foundation is a 501(c)(3) nonprofit organization committed to supporting education through the arts. The Genesis Inspiration Foundation mission is to improve educational outcomes by providing access to transformative arts programming that engages and inspires children in traditionally under resourced communities.,1-10,1.0,,2022-02-16,500000.0,Grant,500000.0,,1-10,Private,,,0.0,1.0,,1,2018,11371,False,False
Loyalty Funding,2020-01-01,https://loyaltyfunding.com,"Irvine, California, United States",Financial Services,"Finance, Financial Services, Lending",2173177.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,77003,False,False
SquashFit,2020-01-01,https://squashfit.app,"Costa Mesa, California, United States","Apps, Education, Mobile, Software, Sports","Fitness, Mobile Apps, Training",3129535.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,90229,False,False
Novo Venture Partners,2018-01-01,https://www.novopartners.com,"Palo Alto, California, United States","Financial Services, Media and Entertainment","Advice, Finance, Financial Services",287842.0,Lumimed is a company that operates in the finance industry. It offers a new medical device product. The company is known for its innovative approach to medical and pharmaceutical solutions. Lumimed's main focus is on developing and providing medical device products that can help improve the quality of healthcare services. The company's products are designed with the aim of enhancing the efficiency and effectiveness of medical procedures and treatments.,1-10,,,,,,,,1-10,Private,,,,,,6,2018,28045,False,False
Totally Remote HR,2022-08-01,https://www.totallyremotehr.com,"Boston, Massachusetts, United States","Administrative Services, Other, Professional Services","Consulting, Human Resources, Project Management",1817815.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,68839,False,False
TwentyFirstCenturyBrand,2018-01-01,https://twentyfirstcenturybrand.com/,"San Francisco, California, United States","Advertising, Sales and Marketing","Advertising, Marketing",377920.0,Twenty First Century Brand partner with innovative companies to realize transformation growth through excellence in marketing.,11-50,,,,,,,2.0,11-50,Private,,,0.0,1.0,,6,2018,32841,False,False
Praxis Modular,2020-05-01,https://praxismodular.com,"New York, New York, United States","Manufacturing, Real Estate, Science and Engineering","Construction, Industrial Automation, Manufacturing, Real Estate",1735117.0,"Praxis Modular is a technologically advanced manufacturer specializing in volumetric modular building solutions. Our manufacturing process utilizes the latest automation principles to assure quality, reliability, and flexibility. The company’s high standards for technology, green materials, and lean manufacturing allows Praxis to deliver precision, timeliness, and innovative designs to every modular project.",101-250,,,,,,,1.0,101-250,Private,,,,,,6,2020,67371,False,False
Brandzoid,2021-03-15,https://brandzoid.com/,"Wilmington, North Carolina, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Marketing, Social Media, Web Development",164035.0,"Brandzoid! harnesses the power of technology to bring you the next generation of digital services. Being a full-service agency, Brandzoid! is a talent pool of professionals from the fields of marketing, design, web services, and brand building. We focus on providing you tailor-made packages that expand your brand’s reach and promote goodwill while carefully improving its visual appeal through powerful creative solutions.",11-50,1.0,Seed,2021-04-12,300000.0,Pre-Seed,300000.0,1.0,11-50,Private,,,,,,0,2021,19401,False,False
RespiraWorks,2020-01-01,https://www.respira.works,"Tulsa, Oklahoma, United States","Design, Health Care, Other, Social Impact, Software","Medical Device, Non Profit, Open Source, Product Design",886102.0,"RespiraWorks is a non-profit organization that designs a ventilator and powered air-purifying respirator for communities underserved by the global supply chain. The current iteration uses P100 filters that have filters for both inlet and outlet that are incorporated into the design, which filter both inhaled and exhaled air and keep both the wearer and people around them safer.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,49540,False,False
Pro Pump Solutions,2018-01-01,http://propumpsolutions.net,"Cleveland, Georgia, United States","Commerce and Shopping, Manufacturing, Other, Professional Services","Customer Service, Industrial, Retail",2514856.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,81084,False,False
Taylor AI,2023-01-01,https://trytaylor.ai,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Information Technology, Software",499673.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2023,37884,False,False
My Family Lounge,2020-01-01,https://www.myfamilylounge.com ,"Foster City, California, United States","Events, Financial Services, Media and Entertainment, Real Estate, Travel and Tourism","Bookkeeping and Payroll, Event Management, Property Management, Travel Agency",1542690.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,63358,False,False
The Lichen Lab,2019-01-01,https://thelichenlab.com/,"La Jolla, California, United States","Science and Engineering, Sustainability","CleanTech, Environmental Engineering, Sustainability",846445.0,,1-10,1.0,,2021-01-01,,Non-equity Assistance,,,1-10,Private,,,,,,3,2019,48510,False,False
Gaskiya Diagnostics,2019-01-01,http://www.gaskiyadiagnostics.com,"Baltimore, Maryland, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Health Diagnostics, Medical Device",133656.0,"Gaskiya Diagnostics develops diagnostic test kits that can detect a variety of aquatic disease types by binding to the capture proteins. The company was founded in 2019 and is headquartered in Baltimore, Maryland.",1-10,2.0,Seed,2020-08-26,224980.0,Grant,224980.0,1.0,1-10,Private,,,,,,0,2019,16871,False,False
Profound,2022-01-01,https://www.profoundmastermind.com,"Syracuse, New York, United States","Information Technology, Professional Services","Business Information Systems, Management Consulting",783661.0,"Profound is a business consulting company that creates a community for Upstate NY’s brightest minds and most ambitious doers. It was founded in 2022 by Jeff Knauss, Adam Weitsman, and Arel Moodie and is located in New York, United States.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,46818,False,False
CSaaS Corporation,2021-01-01,https://www.csaascorp.com,"Odessa, Delaware, United States","Other, Professional Services","Management Consulting, Professional Services",1930371.0,"All the expertise you need, how you need it and only when you need it. Your choice. Land & Expand New Markets | Revenue Acceleration | Digital Marketing | GTM Strategy | In-Field Execution | Channel Modeling | Financial Planning & Compliance | Lead-Gen & Funnel Velocity | Tactical Negotiation | IT Infrastructure | Product Development | Competitor Analysis | Legal | Equity & Debt Funding | Talent Acquisition | Sales Coaching & Compensation Planning | Data Protection | Product Marketing & Messaging",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,71440,False,False
HubbleIQ,2018-01-01,https://hubbleiq.com,"San Francisco, California, United States","Information Technology, Other, Software","Information Technology, Service Industry, Software, Technical Support",97546.0,HubbleIQ their platform supports employees to monitor technology and empowers IT issues.,1-10,2.0,Seed,2022-09-09,,Pre-Seed,225000.0,,1-10,Private,,,,,,1,2018,13005,False,False
PULP Magazine,2019-01-01,https://www.thepulpmag.com/,"Piedmont, California, United States","Content and Publishing, Media and Entertainment","Content, Digital Media, Publishing",2631425.0,"PULP Magazine is a multimedia sex, sexuality, and reproductive rights publication. The company was founded in 2019 and based in Oakland, California.",1-10,1.0,,2021-02-01,,Non-equity Assistance,,1.0,1-10,Private,,,,,,3,2019,83914,False,False
First Oak Capital,2022-01-01,https://firstoakcapital.co.uk/,"Alton, New Hampshire, United States",Financial Services,Financial Services,2588046.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,83068,False,False
Ohlay,2019-01-01,https://www.oh-lay.com/,"Los Angeles, California, United States",Professional Services,Management Consulting,2687649.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,84625,False,False
DreamCloud,2018-01-01,https://www.dreamcloudsleep.com/,"Palo Alto, California, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods, Real Estate","Consumer Goods, E-Commerce, Home Decor, Leisure",344896.0,,101-250,1.0,Early Stage Venture,2018-07-01,,Series A,,1.0,101-250,Private,,,,,,2,2018,31221,False,False
GroNorth,2019-07-18,https://www.gronorth.com/,"Lewes, Delaware, United States","Agriculture and Farming, Data and Analytics, Design, Manufacturing, Science and Engineering","Agriculture, AgTech, Farming, Manufacturing, Mechanical Engineering, Product Design, Product Research",1285441.0,GroNorth is an engineering and manufacturing company that designs and produces outdoor vertical growing systems which are currently patent pending. The company was formed as a Delaware LLC and has been operating virtually for the last two years.  The company has letters of intent with Yeah Family Farms in Georgia for prototyping and testing. As well as the Kemaldean family to supply all of their 100 + restaurant locations across western Canada. This  ensures that we need not compete with the open market for our commercial facilities.  The company is ready to introduce the world to outdoor vertical farming.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,57289,False,False
LNSCORP,2021-01-01,https://www.lnscorp.org,"Glen Burnie, Maryland, United States","Data and Analytics, Information Technology, Internet Services, Privacy and Security","Cloud Data Services, Data Management, Information Technology, Network Security",1637328.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,64625,False,False
Carta Creatives,2020-01-01,https://www.carta-creatives.com,"New York, New York, United States","Design, Real Estate, Sales and Marketing","Brand Marketing, Interior Design, Marketing",2521564.0,"Carta Creatives is an interdisciplinary studio that specializes in interior design and brand marketing. The company offers a broad range of services including web and graphic design, branding design, digital marketing, and social media strategy. The studio places a strong emphasis on experiential learning and creativity, providing services that weave together to create comprehensive solutions for their clients.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,82548,False,False
Underscore Talent,2021-01-01,https://www.underscoretalent.com/,"Los Angeles, California, United States","Design, Information Technology","Information Technology, Product Design",269268.0,"Underscore Talent is a next-generation management company helping a diverse group of talent leverage today’s “attention economy” to build long-lasting and lucrative careers. The company was launched in 2021 by entertainment industry pioneers Michael Green, Reza Izad and Dan Weinstein, former founders of Studio71 and The Collective (CDS). Together they bring decades of experience representing and working alongside some of the biggest names from the worlds of ""traditional"" and ""digitally native"" talent.   At Underscore we are engineering a new style of representation for creators, personalities, artists and entrepreneurs. Our clients receive a personalized and scalable 360° management experience across all areas including,  endorsements and brand partnerships, consumer products and e-commerce, social media, gaming, growth and optimization strategy, film and television, music, publishing, production, content distribution, podcasting, live events and more.",11-50,,M&A,,,,,2.0,11-50,Private,,,,,,5,2021,26971,False,False
Depozit,2021-01-01,https://depozit.app,"Traverse City, Michigan, United States","Financial Services, Information Technology, Payments, Professional Services","Consulting, Information Technology, Payments",814447.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,47637,False,False
Blinklink,2022-01-01,http://www.blinklink.com,"Pittsburgh, Pennsylvania, United States","Commerce and Shopping, Data and Analytics, Sales and Marketing, Software","Business Intelligence, Digital Marketing, E-Commerce, Software",217811.0,Short form video platforms for the open web,11-50,1.0,Seed,2023-01-05,,Pre-Seed,,2.0,11-50,Private,,,0.0,0.0,,2,2022,23498,False,False
Shortcut Robotics,2020-01-01,https://www.shortcutrobotics.com/,"Los Angeles, California, United States","Consumer Electronics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software","Electronics, Information Technology, Manufacturing, Robotics, Software",733711.0,"Shortcut Robotics develops telepresence robots to help individuals get their important work done from a distant location. Its robots are adjustable in height and can be driven by adding users to them and then by logging in and video-calling from any location which helps owners to get their work done while saving time, money, and emissions. The company was founded in 2020 and is headquartered in Los Angeles, California.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,45456,False,False
Traffik Co,2020-06-01,https://traffikco.com,"St Louis, Missouri, United States","Advertising, Sales and Marketing, Software","Advertising, Content Marketing, Marketing Automation, SaaS",197192.0,"TraffkCo LLC is a SaaS Marketing Automation tool that aids in automatically creating search ads, display network ads, content marketing opportunities, and automatically fixes a myriad of technical SEO issues.",1-10,1.0,Seed,2020-06-01,50000.0,Pre-Seed,50000.0,1.0,1-10,Private,,,,,,0,2020,21920,False,False
Bubble,2020-01-01,https://getbubblenow.com/,"Charlotte, North Carolina, United States",Information Technology,Information Technology,2506053.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,81197,False,False
Cleanbox Technology,2018-01-01,https://www.cleanboxtech.com,"Carlsbad, California, United States","Hardware, Information Technology, Sustainability","CleanTech, Hardware, Information Technology",338659.0,"Cleanbox Technology is a smart tech hygiene solution for the decontamination of mass use hardware such as AR, MR, VR, and Communication headsets, eyewear, and masks. Cleanbox eliminates the need for heat or toxins in the decontamination process, protecting electronics, the user, and the environment.",11-50,,,,,,,1.0,11-50,Private,,,8.0,12.0,Medical Or Veterinary Science; Hygiene,6,2018,30883,False,False
Jonathan Wang Design,2019-01-01,https://www.jonathanwangdesign.com,"Los Angeles, California, United States","Design, Other, Real Estate","Architecture, Commercial, Interior Design, Residential",1848686.0,"Jonathan Wang Design provides commercial and residential planning and permitting, interior design, programming, master planning, feasibility studies, commercial and residential remodel, visualization, rendering, and design services. Their customers contact them through address, phone, mail, and online applications.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,69762,False,False
Whitestone & Co.,2020-01-01,https://www.whitestoneco.com,"Denver, Colorado, United States",Real Estate,"Real Estate, Rental Property, Residential",1056363.0,"Whitestone & Co is a real estate investment company that focuses on single-family residential homes. The company's investment strategy aims to generate positive cash flow while also having a positive impact on communities. Whitestone & Co provides a comprehensive range of services, including investment management, development, design, and brokerage. The company also operates an investor portal for current and prospective investors, demonstrating a commitment to transparency and accessibility.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,52857,False,False
Allevion Therapeutics,2018-01-01,https://www.alleviontx.com,"Irvine, California, United States","Consumer Electronics, Hardware, Health Care","Health Care, Medical Device, Wearables",348508.0,Allevion Therapeutics develops a wearable non-invasive multi-modal smart energy-based system for treating essential tremors.,11-50,2.0,Private Equity,2020-09-23,,Private Equity,,,11-50,Private,,,,,,2,2018,31409,False,False
Climate Capital Partners,2020-01-01,https://climatecappartners.com,"Charlotte, North Carolina, United States","Energy, Professional Services, Sustainability","Environmental Consulting, Renewable Energy",564141.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,40211,False,False
Out&Back,2019-01-01,https://outandbackoutdoor.com,"Denver, Colorado, United States","Clothing and Apparel, Commerce and Shopping, Internet Services","Apparel, E-Commerce, Internet",242041.0,"Out&Back is a portal search tool that provides clients with new and used outdoor equipment from vendors online. They allow consumers to search for new and used outdoor apparel and equipment, as well as sell the gear they no longer want or need. The outdoor shoppers may explore all of the options and costs available to them by combining new and used products into one experience.",1-10,1.0,Seed,2020-11-01,,Pre-Seed,,1.0,1-10,Private,,,,,,2,2019,25255,False,False
VidCrunch,2018-01-03,https://www.vidcrunch.com/,"San Francisco, California, United States","Advertising, Sales and Marketing","Advertising, Marketing",72141.0,"VidCrunch, builds technology that creates engaging bespoke content at scale for websites and apps. The company developed a content advertising technology that helps sites keep audiences longer and consume more of the site's content.",1-10,1.0,,2021-05-31,2500000.0,Debt Financing,2500000.0,1.0,1-10,Private,,,,,,1,2018,9819,False,False
Foster Garvey,2019-01-01,https://www.foster.com/,"Seattle, Washington, United States","Media and Entertainment, Professional Services","Advice, Consulting, Legal",553970.0,,251-500,,,,,,,,251-500,Private,,,0.0,0.0,Medical Or Veterinary Science; Hygiene,6,2019,39845,False,False
AppianRx,2018-01-01,https://appianrx.com,"Houston, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Information Technology",421506.0,AppianRx provides healthcare business solutions. The creator of artificial intelligence technologies designed to address challenging business issues in the healthcare industry. The company's product serves patients with chronic and complex diseases by offering patient solutions and services.,251-500,,,,,,,,251-500,Private,,,,,,6,2018,34803,False,False
Alcrete Industries,2019-01-01,https://www.alcreteindustries.com,"Pell City, Alabama, United States","Manufacturing, Real Estate","Building Maintenance, Building Material, Construction, Manufacturing",329185.0,"Alcrete Industries is a manufacturer of precast concrete products including manholes, structures, box culverts, & reinforced concrete pipes.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,30381,False,False
ExoLytics,2020-01-01,https://exolytics.com/,"Rockville, Maryland, United States","Biotechnology, Science and Engineering",Biotechnology,214906.0,"ExoLytics is an early-stage biotechnology company focused on developing novel, innovative, and disruptive technologies to combat drug-resistant infectious diseases.",1-10,1.0,Seed,2020-09-14,10000.0,Seed,10000.0,1.0,1-10,Private,,,,,,0,2020,23262,False,False
Attila,2018-01-01,https://www.attila.ai/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Financial Services, FinTech",911365.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,50167,False,False
ONCE Ventures,2020-01-01,http://www.onceventures.com,"Los Angeles, California, United States","Financial Services, Lending and Investments",Venture Capital,343593.0,"ONCE Ventures, the venture capital arm of Otsuka’s Nutraceuticals division, seeks to deliver a healthier and more sustainable future by empowering visionaries and innovators.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,31144,False,False
Goldfinch Health,2018-01-01,https://www.goldfinchhealth.com/,"Austin, Texas, United States",Health Care,Health Care,367996.0,"Goldfinch Health is a provider of a systematic approach designed to help businesses save money by empowering employees to navigate surgery and recovery more effectively. The company's services include a novel, proactive approach to combating the opioid epidemic, and post-surgical opioids.",1-10,2.0,Seed,2021-01-01,,Non-equity Assistance,,2.0,1-10,Private,,,,,,2,2018,32370,False,False
Recharge venture,2020-01-01,https://rechargeventuregroup.com,"Los Angeles, California, United States","Financial Services, Health Care, Transportation","Finance, Health Care, Logistics, Wealth Management",2107346.0,"Recharge Venture is an investment firm with the goal of acquiring a people-first business and accelerating its long-term growth potential. Additionally, they provide logistics, water management, non-medical healthcare services, and general services.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,73191,False,False
Kickstart - Habit tracker,2019-05-20,https://itunes.apple.com/ru/app/kickstart-daily-tracker/id1464170604?l=en&mt=8,"Cupertino, California, United States",Software,Productivity Tools,763067.0,"Kickstart - Habit Tracker is a powerful and effective habit tracker. We are here to help you improve the quality of your life. In the modern world of high-speed life and fast information streams it can be hard for a person to live healthy. We created Kickstart - Habit tracker to help you use the technology to your advantage. This app lets you improve the habits that will make your life healthier, more effective and more relaxed. Moreover it will help you develop the qualities that are useful for reaching professional goals. Create your own habits or choose the ones we offer, be ready for positive changes and we’ll do the rest.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,46237,False,False
Import Auto Center,2022-09-21,https://www.importautocenter.us,"Tampa, Florida, United States",Other,Professional Services,2108694.0,Import Auto Center is dedicated to quality and provide the best service possible.,1-10,,,,,,,,1-10,Private,,,,,,6,2022,73160,False,False
Novella,2021-01-01,https://www.meetnovella.com,"Los Angeles, California, United States","Apps, Information Technology, Software","Apps, Information Technology, Software",323486.0,"Novella develops a community application platform that builds stronger connections through storytelling. It allows the users to create a community, and curate questions for their loved ones who are then interviewed for their responses, helping customers and their families identify, capture, and relive the stories that matter to them, develop deeper relationships across generations and strengthen the connection between their family's past, present, and future. The company was founded in 2021 and is based in Los Angeles, California.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,30053,False,False
LeveLUp Leads,2021-01-01,http://www.levelupleads.io,"San Francisco, California, United States","Advertising, Sales and Marketing","Advertising, Email Marketing, Lead Generation",258658.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,26320,False,False
AIX,2019-01-01,https://aixplatform.com,"Philadelphia, Pennsylvania, United States","Financial Services, Media and Entertainment, Software","Advice, Financial Services, Software",171723.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,20000,False,False
helpt,2020-03-13,https://helpt.app,"Buffalo, New York, United States",Professional Services,Freelance,842151.0,On-demand freelance service,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,48382,False,False
Cingulara,2019-01-01,https://www.cingulara.com/index.html,"Owings, Maryland, United States","Professional Services, Science and Engineering, Software","Consulting, Developer Tools, Software, Software Engineering",590874.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,41125,False,False
Academy Care,2019-01-01,https://www.academycare.co.uk,"Wakefield, Massachusetts, United States",Health Care,"Elder Care, Home Health Care, Personal Health",1176895.0,,51-100,,,,,,,1.0,51-100,Private,,,,,,6,2019,55477,False,False
ImageOne Medical,2018-01-01,https://www.image1group.com,"Labelle, Florida, United States",Health Care,"Health Care, Medical, Medical Device",2027212.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,72950,False,False
Bavaria Downs,2018-01-01,https://www.bavariadowns.com,"Chaska, Minnesota, United States","Events, Media and Entertainment, Travel and Tourism","Event Management, Events, Hospitality",1735501.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,67361,False,False
Nimoy Cognitive Computing,2020-01-01,https://www.nimoy.io,"Arlington, Virginia, United States","Other, Professional Services, Transportation","Commercial, Consulting, Logistics",3053162.0,"Nimoy Cognitive Computing provides finance, marketing, supply chain, security, prevention, customer service, and human resource services. They respond to inquiries through an online form.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,89788,False,False
RenoVoBlu,2018-01-01,https://www.renovoblu.com/,"Conshohocken, Pennsylvania, United States","Financial Services, Lending and Investments, Privacy and Security","Financial Services, Security, Venture Capital",2359523.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,78884,False,False
Empava,2020-01-01,https://www.empava.io,"Los Angeles, California, United States","Hardware, Professional Services, Software","3D Technology, Business Development, Software",863986.0,"Empava is a client management tool that gamifies and vividly visualizes client interactions by transforming client data into dynamic 3D avatars. Founded 2020 and is based in Los Angeles , CA.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,48971,False,False
Jupe,2020-01-01,http://www.jupe.com,"San Francisco, California, United States","Energy, Internet Services, Natural Resources, Real Estate, Software, Sports, Sustainability, Travel and Tourism","GreenTech, Hospitality, Internet of Things, Outdoors, Real Estate, Software, Solar, Travel",119160.0,"Jupe is a housing technology startup that allows shelters to be instantly deployed on any available piece of land. Jupe shelters, which are designed for flexibility and customization, can be redeployed anywhere from music festivals to natural disaster areas for relief housing, and provide a quick alternative to any other type of shelter and infrastructure for living. Dimmable LED track lighting, a continuous double-battery system, bedside USB charge stations, and outlets integrated throughout are all features of Jupe shelters.",11-50,4.0,Seed,2023-04-01,,Seed,9500000.0,2.0,11-50,Private,,,,,,1,2020,15397,False,False
MIT Consulting Services,2019-01-01,https://mitsvcs.com,"Marlton, New Jersey, United States","Information Technology, Privacy and Security, Professional Services","Consulting, Cyber Security, Network Security",2388312.0,"MIT Consulting Services offers networks and systems security, cloud security, cloud-based development, incident response, PCI/DSS, Hippa, and other data warehousing, processing privacy requirements, and pen testing.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,79924,False,False
Health Insiders,2019-01-01,https://www.healthinsiders.com,"New City, New York, United States","Health Care, Information Technology, Sports","Fitness, Health Care, Information Services, Wellness",816826.0,"Health Insiders is a company that provides health information, product reviews, and expert health guidance. The company is committed to delivering authentic and credible health information to its users. It offers detailed reviews on various health products, including weight loss gummies and other supplements. The company also provides information on various health topics, such as the benefits of a high protein diet and the potential side effects of certain health supplements like Ashwagandha. Users can expect to find actionable advice from health specialists and gripping patient stories.",51-100,,,,,,,,51-100,Private,,,,,,6,2019,47714,False,False
Cloudbeach,2018-01-01,https://cloudbeach.com,"Miami, Florida, United States","Hardware, Information Technology, Internet Services, Software","Cloud Computing, Cloud Infrastructure, Cloud Management",1907353.0,Cloudbeach was created to help companies leverage cloud services. They offer solutions like secure digital workspaces and IT managed services to offer organizations.,1-10,,,,,,,,1-10,Private,,,,,,6,2018,70216,False,False
