company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Ohana Operators,2019-01-01,https://www.ohanaoperators.com,"Palo Alto, California, United States","Information Technology, Professional Services, Software","Consulting, Information Technology, Software",1192570.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,56474,False,False
Kwerk Agency,2019-01-01,https://www.kwerk.agency/,"Dallas, Texas, United States","Internet Services, Sales and Marketing","Brand Marketing, Digital Marketing, Email Marketing, SEO, Social Media Management",1628848.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,64804,False,False
The Miner Agency,2018-01-01,https://themineragency.com,"Warner Robins, Georgia, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Creative Agency, Marketing, Public Relations",2430781.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,80836,False,False
Anacove,2020-01-01,https://www.anacove.com/,"San Diego, California, United States","Information Technology, Travel and Tourism","Hospitality, Information Services, Information Technology",111458.0,"Anacove serves the hospitality industry, healthcare operators, and senior housing providers with data analytics solutions.",1-10,1.0,Seed,2022-04-11,2306560.0,Seed,2306560.0,,1-10,Private,,,,,,0,2020,14561,False,False
Blue Alliance IT,2021-01-01,https://www.bluealliance.com,"Duluth, Georgia, United States",Professional Services,Consulting,113153.0,Blue Alliance IT is an investment and growth platform that brings together local MSPs and IT companies around the country.,11-50,1.0,Private Equity,2024-02-14,,Private Equity,,1.0,11-50,Private,,,,,,2,2021,14753,False,False
ReEnvision Ag,2020-01-01,https://reenvisionag.com/,"Nora Springs, Iowa, United States","Agriculture and Farming, Professional Services","Agriculture, AgTech, Consulting, Farming, Horticulture",345817.0,"ReEnvision Ag develop the next generation of row crop planters. Their planter system holds a provisional patent on a system of placing the seeds using a cone-shaped dibble to plant the seeds in a precise location with exact spacing. Their system reduces the number of field passes needed for a disc ripper and field cultivator, saving farmers in labor, machinery, and fuel costs.",1-10,2.0,Seed,2023-09-11,,Non-equity Assistance,,,1-10,Private,,,,,,2,2020,31266,False,False
Orakel Marketing,2019-01-01,https://orakelmarketing.com,"Columbia, South Carolina, United States","Other, Professional Services, Sales and Marketing","Consulting, Customer Service, Marketing, Sales",2463025.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,80316,False,False
Ac2ality,2018-01-01,https://www.ac2ality.com/,"New York, New York, United States","Content and Publishing, Media and Entertainment","Content, Digital Media, Journalism, News, Publishing",121215.0,"Ac2ality, the Gen Z media outlet. We tell the world's news in the easiest way possible. Blunt and to the point.",1-10,1.0,,2023-07-31,1429579.0,Corporate Round,1429580.0,2.0,1-10,Private,,,,,,1,2018,15602,False,False
Adaptigo,2021-01-01,https://ad.im,"Gilbert, Arizona, United States","Advertising, Sales and Marketing","Advertising, Email Marketing, Social Media Marketing",484982.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2021,37337,False,False
Amavida Living,2018-01-01,https://www.amavidaliving.com,"Fort Myers, Florida, United States","Health Care, Real Estate","Assisted Living, Health Care, Real Estate, Wellness",1278684.0,"Amavida Living is a senior living community that provides independent living, assisted living, and memory care. Their memory care services include medication management, emergency call response system with pendant, on-site rehabilitation, daily trash removal, and weekly housekeeping.",101-250,,,,,,,,101-250,Private,,,,,,6,2018,57457,False,False
CSS Commerce,2018-01-01,https://csscommerce.com,"Houston, Texas, United States","Commerce and Shopping, Information Technology, Software","E-Commerce, Information Technology, Software",365417.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2018,32243,False,False
Warm Welcome,2019-01-01,https://www.warmwelcome.com,"Bend, Oregon, United States","Information Technology, Internet Services","Information Technology, Internet",492411.0,"Warm Welcome is dedicated to making the world more personal, more human, more authentic, more passionate, and more empathetic. They believe that most people would prefer to engage with another human instead of a robot. They believe that relationships are what make their lives rich and give us meaning. They believe that communication is more than the words they use and by looking into people's eyes they are reminded and reassured that we aren't alone in this big world.",1-10,,,,,,,,1-10,Private,,,0.0,2.0,,6,2019,37634,False,False
Sunburst Psychology,2021-04-01,https://www.sunburstpsych.com/,"Seattle, Washington, United States",Health Care,"Mental Health, Psychology",832683.0,"Sunburst Psychology PLLC is a collaborative and relational mental health care provider in the Greater Seattle area. We offer individual individual & couples therapy, and comprehensive assessment & testing for ADHD, Autism, and mood disorders. We specialize in stress & burnout, anxiety, intercultural relationships, neurodiversity, trauma, anxiety, and depression. Our trusted therapists provide a safe space for clients with intersectional identities, such as immigrants, refugees, 1.5/2nd gen immigrants, queer folx, neurodivergent individuals, and BIPOC.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,48147,False,False
Six Kind,2022-01-01,https://sixkind.com,"Washington, District of Columbia, United States",Health Care,Hospital,2723610.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,85648,False,False
Hydro Wind Energy,2018-01-01,https://www.hw.energy/,"San Francisco, California, United States","Energy, Natural Resources, Sustainability","Energy, Renewable Energy, Water",25161.0,"Developing disruptive technologies to solve 3 of the biggest challenges of the 21st century, low cost clean electricity, grid scale energy storage, and seawater desalination. All ultimately from wind offshore using vertical axis wind rotors and offshore based kite systems. They have also developed and commercialised the world's only low cost handheld seawater desalination device (QuenchSea) for humanitarian purposes.",11-50,4.0,,2021-12-29,56799012.0,Venture - Series Unknown,57920889.0,2.0,11-50,Private,,,,,,1,2018,2320,False,False
"Association of Tribal Archives, Libraries, and Museums",2022-01-01,https://www.atalm.org/,"Edmond, Oklahoma, United States","Other, Social Impact, Travel and Tourism","Museums and Historical Sites, Non Profit, Service Industry",197079.0,,1-10,1.0,,2023-11-28,100000.0,Grant,100000.0,,1-10,Private,,,,,,1,2022,21906,False,False
Trailyn VC,2021-01-01,https://trailynvc.com,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other","Blockchain, FinTech, Venture Capital",630623.0,"Trailyn VC is a venture capital and private equity company that empowers the untapped diverse founders.  It was founded in 2021 and is located in Los Angeles, California.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,42409,False,False
T2Earth,2018-01-01,https://t2earth.cargo.site/,"Jericho, New York, United States","Agriculture and Farming, Manufacturing","Forestry, Manufacturing, Wood Processing",76772.0,"T2Earth is a forest products company that produces sustainable, toxic-chemical-free, and high-performance wood.",1-10,2.0,,2022-11-14,3812724.0,Venture - Series Unknown,5637724.0,,1-10,Private,,,2.0,3.0,Working Or Preserving Wood Or Similar Material,1,2018,10405,False,False
Influunt,2021-08-01,https://www.influunt.ai/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Natural Resources, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Risk Management, Water",143231.0,"Influunt is a provider of a global water risk management platform to provide water and flood risk intelligence to insurance, government, and asset owners using cutting-edge satellite data and artificial intelligence for reducing losses and building climate resilience. The company was founded in 2021 and is headquartered in Barcelona, Spain.",1-10,1.0,Seed,2021-09-13,120000.0,Pre-Seed,120000.0,2.0,1-10,Private,,,,,,0,2021,17723,False,False
Silver Accounting Group,2019-01-01,https://www.silveraccountinggroup.com,"Humble, Texas, United States","Financial Services, Lending and Investments, Professional Services","Accounting, Financial Services, Impact Investing, Insurance",1695905.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,66607,False,False
Transact Bank,2018-01-01,https://coloradonational.com,"Denver, Colorado, United States","Financial Services, Lending and Investments, Payments","Banking, Financial Services, Payments",1580778.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,64189,False,False
InNeed Intelligent Cloud,2019-01-01,https://inneed.cloud,"Dallas, Texas, United States","Information Technology, Internet Services, Software","Cloud Computing, Cloud Data Services, Information Technology",653426.0,"InNeed is a cloud-native advanced IT consulting and service provider. We leverage the innovative capabilities of the cloud to help customers build new revenue streams, save infrastructure costs, increase efficiency, and deliver advanced technology solutions.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,43135,False,False
Bassett Creek Capital,2018-01-01,https://www.bassettcreekcapital.com/,"Minnesota City, Minnesota, United States","Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services",639648.0,"Bassett Creek Capital offers investors, owners, and management a unique and synergistic partnership that is not only in mergers and acquisitions but also in business services and technology.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,42703,False,False
Vidhanshi Digital,2022-12-20,https://vidhanshidigital.com/,"India, Pennsylvania, United States",Sales and Marketing,Digital Marketing,3056260.0,Vidhanshi Digital is a integrated digital marketing freelancing website. If you have any queries about online marketing you can contact us.,1-10,,,,,,,,1-10,Private,,,,,,6,2022,89754,False,False
Finite,2019-01-01,https://finite.io,"Santa Monica, California, United States","Financial Services, Sustainability","Finance, Financial Services, Sustainability",346984.0,Finite is an investment platform. They source and manage private credit assets to help investors. They also provide residential solar credit investments and commercial solar credit investments.,1-10,1.0,Seed,2022-01-04,,Seed,,1.0,1-10,Private,,,,,,2,2019,31338,False,False
Music Fungi,2020-01-01,https://musicfungi.us/,"New York, New York, United States","Media and Entertainment, Music and Audio",Music,1879083.0,"Music Fungi helped various singers, artists, musicians, and many others to promote their music on Spotify, Soundcloud, and YouTube. Music Fungi is one of the famous music promotion companies that offer the best music promotion services. Song Promotions is the best way to promote your music.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,69214,False,False
Opticann,2019-01-01,https://www.opticann.ca,"Boulder, Colorado, United States","Community and Lifestyle, Food and Beverage, Health Care","Alternative Medicine, Cannabis, Health Care, Medical",350326.0,"Opticann Inc. is a Colorado-based oral and topical cannabinoid company with the rights to exclusively sell CBD and CBG products made with the patented VESIsorb® drug delivery system for optimized absorption and stability(bioavailability). Founded by former MedReleaf executives including Neil Closner (founder and former CEO), Umar Syed (former SVP Corporate Development), Angelo Fefekos (former SVP of Clinical Affairs & Quality Compliance) and Ori Sher (former Sr. Director of Procurement and Security). Opticann was acquired in October 2020 by Heritage Cannabis, a Toronto-based holdings corporation, offering innovative products to both the medical and recreational cannabis markets. Heritage Cannabis Holdings Corp. is a vertically integrated cannabis company that owns two Health Canada approved licenced producers, CannaCure Corp. and Voyage Cannabis Corp., both of which also have industrial hemp licenses. The company's website https://opticann.ca provides Heritage and subsidiary Opticann the benefits of offering patients access to safe, convenient, and effective CB4 products developed on trusted technology platforms. Opticann’s CB4 brand of medical cannabis products are based on the latest medical evidence that are optimized for the effective delivery of cannabinoids.",1-10,,M&A,,,,,,1-10,Private,,,0.0,0.0,,5,2019,31502,False,False
Move the Chain,2021-01-01,https://movethechain.com,"Stamford, Connecticut, United States","Community and Lifestyle, Data and Analytics, Other, Professional Services, Social Impact, Software","Analytics, Communities, Non Profit, Professional Networking, SaaS, Social, Software",89394.0,,1-10,1.0,Seed,2022-02-05,1000000.0,Pre-Seed,1000000.0,,1-10,Private,,,0.0,2.0,,0,2021,12009,False,False
PenPath,2019-02-16,https://PenPath.com,"St Louis, Missouri, United States","Commerce and Shopping, Data and Analytics, Design, Information Technology, Software","Analytics, Business Intelligence, Data Visualization, E-Commerce",110778.0,"PenPath is a Business Intelligence Solutions for Marketing and Ecommerce Teams. Marketing teams rely on PenPath daily to make data-driven decisions in order to sustain scalable growth. We offer professional-grade technology, service, and guidance. With PenPath, leaders can automate their entire reporting workflows and leverage all their data to answers critical business questions.",11-50,3.0,,2023-04-07,,Venture - Series Unknown,100000.0,1.0,11-50,Private,,,,,,2,2019,14485,False,False
ManageLabs,2018-01-01,https://www.managelabs.com/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Software",2546180.0,"ManageLabs is the future of management. People don’t leave companies, they leave managers. Our goal is to greatly improve morale and retention in the workforce. We begin by improving interactions between managers and employees through getting employees the feedback they need when they need it. We reduce the workload on managers by cognitive offloading routine administrative work. We then aggregate this information and provide business intelligence to the organization using data analytics and artificial intelligence.",11-50,,,,,,,4.0,11-50,Private,,,,,,6,2018,82128,False,False
NXTThing RPO,2018-01-01,http://www.nxtthingrpo.com,"Columbus, Ohio, United States","Administrative Services, Professional Services","Outsourcing, Recruiting, Staffing Agency",206756.0,"NXTThing RPO is a recruitment process outsourcing (RPO) company that has created differentiated recruitment services that change how companies hire talent into their organization for the past 25 years. NXTThing RPO’s experience and tenure in the talent acquisition space has provided significant expertise in designing and improving client HR processes. NXTThing RPO will listen, engage, and solve with each client individually to create and deliver the NXT level of talent strategies within their teams.",1-10,1.0,Private Equity,2021-08-26,,Private Equity,,1.0,1-10,Private,,,,,,2,2018,22654,False,False
NexLevel Gaming,2021-01-01,https://nexlevelgaming.com/,"Lancaster, Ohio, United States",Gaming,"Gambling, Gaming, Video Games",2240275.0,"NexLevel Gaming help customers raise money through the exciting play of electronic pull tabs (EPT). NexLevel Gaming provide state-of-the-art machines and software from Grover Gaming, a global leader in the electronic gaming industry.",1-10,,M&A,,,,,,1-10,Private,,,,,,5,2021,77593,False,False
Gravity,2020-01-01,https://www.gravityuniversal.com,"Dublin, Ohio, United States","Events, Media and Entertainment, Sales and Marketing","Event Promotion, Events, Marketing",1607934.0,"Gravity provides sales, events, and promotions services. They conversations and create meaningful interactions around brands and products.For inquiries, telephone and email contacts are used.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,65198,False,False
High Income Source,2020-03-10,https://highincomesource.com,"New York, New York, United States","Education, Internet Services, Sales and Marketing","Education, Internet, Marketing",807576.0,"High Income Source is all about making money online. They are here to help people build a successful online business in record time.  They provide actionable advice and strategies that can help people turn their existing skills and interests into profitable ventures. Whether you’re looking to start a full-time online business or just a side hustle, they can help you achieve your financial goals.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,47453,False,False
T-Mobile Ventures,2018-01-01,https://www.t-mobile.com/business/ventures,"Bellevue, Washington, United States","Financial Services, Internet Services, Lending and Investments","Finance, Financial Services, Internet of Things, Venture Capital",250126.0,"T-Mobile Ventures is an early-to-mid stage venture fund that invests in companies developing core technologies, products, and services that unlock the power of a nationwide 5G network. Its primary focus areas include Edge Computing, Future of Work, Security, and Industrial IoT. It was founded in 2020 and is based in Bellevue, Washington.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,25749,False,False
Uschool,2021-01-01,http://www.uschool.com,"Sacramento, California, United States",Education,Education,1779148.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,68007,False,False
Sencherman Products,2020-01-01,http://senchermanproducts.com,"Orlando, Florida, United States","Energy, Natural Resources, Sustainability","Solar, Water, Water Purification",1750023.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,67066,False,False
BionicWP,2020-01-01,https://www.bionicwp.com,"Englewood, Colorado, United States","Information Technology, Internet Services, Privacy and Security","Information Technology, Security, Web Hosting",662590.0,"BionicWP is an internet company. They provide managing website hosting services, updates, security, backups, and speed optimization. They provide services for freelancers, businesses, and agencies.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,43376,False,False
Carpathian Way,2018-01-01,https://www.carpathianway.com,"Chicago, Illinois, United States",Transportation,"Logistics, Shipping, Transportation",600102.0,"Carpathian Way is a transport firm that provids  large fleet of dry vans, reefers, flatbeds, step decks, straight box trucks, and other vehicles. They are delighted to report that all of the drivers with whom they work are hardworking and dependable. Some of them are hazardous qualified and tanker approved.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,41428,False,False
Monterra,2022-01-01,https://www.monterra.ai/,"San Francisco, California, United States","Real Estate, Software, Transportation","Construction, Electric Vehicle, Software",32672.0,,1-10,1.0,Seed,2023-11-28,2500000.0,Pre-Seed,2500000.0,,1-10,Private,,,,,,0,2022,3714,False,False
Park Padel,2022-11-01,https://www.parkpadel.com/,"San Francisco, California, United States","Community and Lifestyle, Sports","Leisure, Recreation, Sports",544384.0,Park Padel places its emphasis on creating athletic social clubs that allow players to foster a robust community centered on the sport of Padel.,1-10,1.0,,2023-06-23,,Venture - Series Unknown,,,1-10,Private,,,,,,3,2022,39548,False,False
LegalProofs,2018-01-01,https://legalproofs.com,"Fort Lauderdale, Florida, United States","Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Legal, Professional Services",991962.0,,501-1000,,,,,,,,501-1000,Private,,,,,,6,2018,52170,False,False
konsantre,2018-02-12,http://www.konsantre.co,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Software","Analytics, Marketing, Predictive Analytics, SaaS, Simulation, Software",1078343.0,"Konsantre is a prescriptive analytics company offering that delivers faster, more accurate capital allocation decisions for marketers.  Konsantre’s online tool combines simplicity, speeds, and accuracy to increase the productivity and return on investment of marketing experts.  The benefits can be achieved in less than 5 days with quick data-onboarding from most major data sources.  Experts can be confident that their results are timely and reflective of their current thinking.  Konsantre is currently headquartered in San Francisco, California.  To learn more about konsantre’s online platform, visit www.konsantre.co.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,53392,False,False
Round The Clock Technologies,2021-01-01,https://rtctek.com,"Lewes, Delaware, United States","Information Technology, Internet Services, Software","Cloud Computing, DevOps, Information Technology, Software",449737.0,"Round The Clock Technologies, also known as RTCTek, is a technology company that focuses on digital product modernization. The company offers a range of services including cloud services and DevOps. They also specialize in making products digitally inclusive, ensuring they are accessible to all users, including those who are blind or visually impaired. RTCTek is also known for its work in the field of OTT platform development.",51-100,,,,,,,1.0,51-100,Private,,,,,,6,2021,35975,False,False
DataMarkin,2020-01-01,https://www.datamarkin.com/,"France, Idaho, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software",1328966.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,59690,False,False
Tu Down Payment Assistance,2018-01-01,https://www.tudownpaymentassistance.com,"Kissimmee, Florida, United States","Financial Services, Professional Services, Real Estate","Consulting, Financial Services, Real Estate",2698875.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,84445,False,False
Helishores,2018-01-01,https://www.helishores.com,"Piscataway, New Jersey, United States","Administrative Services, Information Technology, Professional Services","Consulting, Information Technology, Recruiting, Staffing Agency",2470252.0,Helishores focuses on offering IT staffing services. They provide the right IT resources with the right IT competencies that integrate seamlessly into your culture.,11-50,,,,,,,,11-50,Private,,,,,,6,2018,81781,False,False
Chirok Health,2018-01-01,https://www.chirokhealth.com,"Nashville, Tennessee, United States","Administrative Services, Health Care, Payments, Software","Billing, Document Preparation, Health Care, Medical",272350.0,"Chirok Health guides healthcare providers in patient care for processes and documentation needed to assure revenue and compliance integrity.  They guide users about medicare and medicaid guidelines as well as the requirements of a compliant healthcare revenue cycle function to include coding, billing, and reimbursement. Their services include acuity documentation for coding and quality care, compliance and documentation review services, coding denial management, consultation, and CDI.",51-100,,,,,,,,51-100,Private,,,,,,6,2018,27169,False,False
Farmacy Food,2020-01-01,https://www.farmacyfood.com,"Detroit, Michigan, United States","Food and Beverage, Health Care","Catering, Food and Beverage, Food Processing, Nutrition",1515191.0,"Farmacy Food provides food and beverage services. They offer soup, salads, sandwiches, entrees, sides, sweets, cornbread, peas, greens, Carron's chicken salad, and Caribbean carrot soup. They offer catering services for events.",1-10,,,,,,,,1-10,Private,,,0.0,1.0,,6,2020,62350,False,False
Reaching Educational Achievements with Clinical Mental Health,2020-01-01,https://www.reachschoolmentalhealth.com,"Windber, Pennsylvania, United States",Health Care,"Health Care, Mental Health",2539929.0,"Reaching Educational Achievements with Clinical Mental Health is a non-profit agency that focuses on providing clinical mental health counseling. Their services are primarily directed towards school districts, where they offer the expertise of social workers and licensed mental health counselors. Their aim is to support the mental health needs of the school community, providing necessary resources and interventions.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,82229,False,False
Ion Capital Solutions,2020-03-01,https://www.ioncapitalsolutions.com/,"Centerport, New York, United States","Financial Services, Lending and Investments, Professional Services","Consulting, Financial Services, Funding Platform, Lending",609596.0,"Ion Capital Solutions is both a business loan brokerage and an education program for new & experienced brokers looking for guidance on how to be a successful business loan broker. Whether we’re helping a business grow through a cash injection, funding a real estate investors next project, or training the next generation of business loan brokers, our goal is to improve the lives of people by providing working solutions to those looking for financial growth. We offer a variety of products to our clients, and Team ION is readily available to assist you with your needs.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,41707,False,False
TeleHelp24/7,2018-01-01,https://www.telehelp247.org,"New Castle, Delaware, United States","Health Care, Mobile","Health Care, Mental Health, mHealth, Wellness",2204056.0,"TeleHelp24/7 is a healthcare company that provides tele-mental health services. The company is committed to comprehensive behavioral health and offers a unique approach to mental health services. TeleHelp24/7 is a confidential, virtual mental healthcare service designed to provide individuals with counseling. The company also trains former first responders to coach and guide individuals through their mental health journey. TeleHelp24/7 initiatives are designed to reduce the stigma and promote mental health awareness.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,74782,False,False
TruLife,2019-01-01,https://trulifechangers.com,"Hernando, Mississippi, United States","Commerce and Shopping, Health Care, Sustainability","E-Commerce, Medical, Organic, Wholesale",1477948.0,"TruLife offers bath products, capsules, CBD edibles, essential oils, tincture oils, kratom, and topicals. They provide white label, private label, and true label products. They also provide CBD cartridges, hemp flowers, organic farming products, moonrock oil, and distillate.",101-250,,,,,,,,101-250,Private,,,,,,6,2019,61506,False,False
Abode Living,2021-01-01,https://www.abodeliving.org/,"Fort Collins, Colorado, United States","Community and Lifestyle, Other, Real Estate, Social Impact","Family, Non Profit, Property Management",3098056.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,90567,False,False
Living Spring Home Care Services,2020-01-01,https://www.livingspringservices.com,"Skokie, Illinois, United States",Health Care,"Elder Care, Health Care, Home Health Care, Medical",2442263.0,"Living Spring Home Care Services provides dementia care, special needs, bathing, showering, grooming assistance, dressing, assist with dressing, light housekeeping, laundry, meal planning and preparation, special diet meal planning and preparation, ambulating, transfers, medication reminder, and incontinence care services.",101-250,,,,,,,,101-250,Private,,,,,,6,2020,80645,False,False
Blue Room Investing,2020-01-01,https://www.blueroominvesting.com,"Denver, Colorado, United States","Financial Services, Lending and Investments, Professional Services","Financial Services, Hedge Funds, Impact Investing, Management Consulting",313288.0,"Blue Room Investing offers a long and short public equity hedge fund and separately managed private impact investments across art, affordable housing, and agriculture. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,29521,False,False
Ehmiat,2020-11-20,https://www.ehmiat.com/,"New York, New York, United States","Design, Professional Services, Software","Outsourcing, Web Design, Web Development",600186.0,"Ehmiat provides services to forward-thinking businesses around the world. The organization has been delivering cost-effective web solutions to new and established businesses. Ehmiat skilled web developers are perfectly equipped to help build powerful, easy-to-use tools, improve Startup’s and high-tech company’s workflow.",51-100,3.0,Seed,2022-05-11,,Seed,,3.0,51-100,Private,,,,,,2,2020,41433,False,False
inPro.ai,2022-09-01,https://inpro.ai/,"San Diego, California, United States","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Generative AI, Software",828441.0,"We provide solutions that help professionals monetize their expertise, and resources that can help accelerate your career. At inPro, we understand that in the world of business, expertise is the key to unlocking potential. With a team of seasoned professionals from various industries, we provide tailored consulting services designed to elevate your operations, strategy, and project management. Partner with inPro, and transform challenges into opportunities.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,48021,False,False
roomLift,2018-01-01,https://www.roomlift.com,"Los Angeles, California, United States","Design, Internet Services, Real Estate","Interior Design, Internet",518834.0,"RoomLift is a full-service eDesign company that provides interior designs to customers. The company was founded in 2018 and is headquartered in Los Angeles, California, United States.",1-10,,,,,,,2.0,1-10,Private,,,0.0,1.0,,6,2018,38642,False,False
Lendisoft,2021-07-28,https://www.lendisoft.com/,"Irvine, California, United States","Financial Services, Software","FinTech, Lending, SaaS, Software",425553.0,"Given current market offerings, big financial institutions often build custom software that incorporates risk management features to gain competitive advantage. Further, they staff expensive teams of risk analysts to monitor portfolio performance and create strategies to ensure profitability. Lendisoft bundles fully configured enterprise class Loan Management Software (LMS), a comprehensive Risk Management suite of tools, Collections Optimization and a dedicated team of risk analysts that delivers competitive advantage. Lendisoft Collections Optimizer is also available for those seeking to improve collections processes and performance but cannot change their backend 'System of Record' or current LMS.  Lendisoft is a white-label cloud-based SaaS solution developed to support the enterprise grade requirements of the largest lenders. Built for the small to medium lenders grow efficiently and cost effectively. ​",11-50,,,,,,,3.0,11-50,Private,,,,,,6,2021,34990,False,False
Monichat,2018-01-02,http://www.monichat.org/,"New York, New York, United States","Information Technology, Mobile, Platforms, Software","Information Technology, iOS, Software",1086959.0,"Monichat, a novel software that allows everyday users to create and use their personalized encryption key, will revolutionize internet security by providing an easy and safe method for everyone to encrypt their personal profiles.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,53589,False,False
Fundamental Design Lab,2019-01-01,https://fun.news/,"Minneapolis, Minnesota, United States","Data and Analytics, Design, Professional Services","Innovation Management, Market Research",1668602.0,,1-10,1.0,,2019-06-01,,Non-equity Assistance,,,1-10,Private,,,,,,3,2019,65568,False,False
Anchor 21 Branding,2020-01-01,https://anchor21branding.com,"Petaluma, California, United States","Advertising, Sales and Marketing",Advertising,2714439.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,84230,False,False
GATOR,2018-01-01,https://gatortes.com,"Lawrence, Pennsylvania, United States","Energy, Natural Resources, Sustainability, Transportation","Energy, Natural Resources, Oil and Gas, Transportation",1370927.0,"GATOR provides consulting and oil and gas services for producers and providers, including field operations, maintenance technology, flood control, and transportation. They offer field assistance services, customer support, transportation services, greasing solutions, and control of water supplies.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,60448,False,False
Bander Mortgage,2019-01-01,https://www.bandermortgage.com,"Glencoe, Illinois, United States","Community and Lifestyle, Financial Services, Other, Real Estate","Commercial, Financial Services, Mortgage, Real Estate, Retirement",1860595.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,69531,False,False
Pro One Call Centers,2020-01-01,https://proonecc.com,"Frisco, Texas, United States","Administrative Services, Hardware, Professional Services","Call Center, Outsourcing, Telecommunications",2092819.0,"Pro One Call Centers provides call center services. They provide patient ar, customer service, and bi-lingual call center services. They provide inquiries through phone calls and email.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,73422,False,False
"Loophole Labs, Inc.",2019-11-28,https://loopholelabs.io,"New York, New York, United States","Information Technology, Internet Services, Software","Developer Tools, Information Technology, Internet, Software",242884.0,"Loophole Labs is a software company based in New York City, with additional headquarters in Canada. Loophole provides a suite of services and tools that enables developers to design better software products without the hassle of building and hosting the same microservices over and over again. It was founded in 2019 by Shivansh Vij.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,25306,False,False
Grizzly Information Security Solutions,2020-01-01,https://grizzlyshieldservices.com,"California, Kentucky, United States","Information Technology, Privacy and Security","Cloud Security, Information Technology, Penetration Testing",1608406.0,"Grizzly Information Security Solutions offers information security compliance, cloud security, system monitoring, and transparency. Their service includes gap assessment, management, monitoring, SOC services, CISO services, and penetration testing services.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,65188,False,False
Entrustment,2018-01-01,https://entrustmenthealth.com,"Nashville, Tennessee, United States",Health Care,"Health Care, Medical, Wellness",1562997.0,,11-50,,,,,,,,11-50,Private,,,0.0,7.0,,6,2018,64534,False,False
