company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
The Vanderbilt Fusion Project,2021-01-01,https://www.vanderbiltfusion.org,"Nashville, Tennessee, United States","Data and Analytics, Design, Science and Engineering, Software","Market Research, Software Engineering",1873657.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,69311,False,False
Distrix,2018-04-01,http://www.dstrx.app,"New York, New York, United States",Real Estate,Real Estate,140890.0,"Distrix is a real estate management system that introduced a leasing verification system. Their platform, aver is integrated with banking and credit data agencies to provide instant qualifying data on prospective tenants. Aver platform and invite applicants to apply to their properties.",1-10,1.0,Seed,2018-04-01,2600000.0,Seed,2600000.0,1.0,1-10,Private,,,0.0,3.0,,0,5,2018,17539,False,False
Allegiance Refining,2021-01-01,https://www.allegiance-refining.com/,"San Antonio, Texas, United States","Energy, Natural Resources, Sustainability","Biofuel, Natural Resources, Oil and Gas, Wind Energy",467537.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,36682,False,False
Zoot Crypto,2019-01-01,https://zootcrypto.com/,"El Paso, Texas, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Commercial, Cryptocurrency",759145.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,46128,False,False
SwapGlobal,2022-01-01,https://swapglobal.com,"Miami, Florida, United States","Financial Services, Professional Services","Consulting, Financial Services",365974.0,,1-10,1.0,Seed,2023-01-01,0.0,Seed,0.0,1.0,1-10,Private,,,0.0,1.0,,2,2,2022,32273,False,False
Mulholland & Kuperstock Asset Management,2019-01-01,https://www.mk-am.com,"San Diego, California, United States","Education, Financial Services","Education, Finance, Financial Services",2734706.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,85495,False,False
GoAudience,2020-10-21,http://www.goaudience.com,"Miami, Florida, United States","Advertising, Software","Ad Targeting, Advertising Platforms, SaaS, Software",226935.0,"In the ever-evolving world of digital marketing, GoAudience emerges as a game-changing platform, empowering brands and marketers with the tools to craft highly targeted social media ad campaigns. By utilizing a vast database of 220 million US consumers, GoAudience significantly reduces Customer Acquisition Cost (CAC) by up to 50%. GoAudience stands as a beacon for brands and marketers looking to redefine their approach to social media advertising. With its intuitive interface, AI-driven insights, and comprehensive data analysis, GoAudience is not just a platform but a partner in crafting successful ad campaigns. Start leveraging GoAudience today to transform your audience targeting and watch as your marketing efforts yield unprecedented results.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,24183,False,False
Sona Senior Living,2018-01-01,https://sonaseniorliving.com,"Lynnfield, Massachusetts, United States","Administrative Services, Financial Services, Health Care, Professional Services","Accounting, Assisted Living, Human Resources, Wellness",1937875.0,"Sona Senior Living offers plans to hold sellers accountable, market studies, revenue management, sales training, creative design, and digital strategy. From human resources and employee recognition to payroll and accounts receivable – their back office support team is organized.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,71313,False,False
RASA,2018-01-01,https://wearerasa.com/,"Boulder, Colorado, United States",Food and Beverage,Food and Beverage,69263.0,"RASA is a deliciously strong coffee replacement that combines adaptogens, mushrooms & prebiotics to provide nutritious, long-lasting energy.",11-50,1.0,,2022-03-18,3363473.0,Equity Crowdfunding,3363473.0,1.0,11-50,Private,,,,,,1,6,2018,9434,False,False
ActiveBAS,2020-01-01,https://activebas.com/,"Durham, North Carolina, United States","Energy, Information Technology, Other, Professional Services, Real Estate","Commercial, Energy Management, Environmental Consulting, Information Technology, Smart Building",534288.0,"ActiveBAS is an international EaaS company dedicated to delivering low-carbon buildings. Our cost-effective solutions address all aspects of energy efficiency and sustainability, ensuring optimal IAQ even in the most demanding environments. HVAC Digital Twin is our cutting-edge technology that combines ML with Modelica to automatically regulate commercial HVAC systems for maximum comfort and energy savings. Our vision is to deliver cost-effective solutions that address all aspects of energy efficiency and net-zero buildings. We envision ActiveBAS as the intelligence that ensures facilities run efficiently, minimizing carbon footprint and optimizing indoor air quality. In order to extend our reach, we partner with IoT companies to create a win-win situation in which both parties can grow their businesses thanks to this collaboration.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,39182,False,False
Bytescare,2019-11-01,https://www.bytescare.com/,"New Castle, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Information Technology, Internet, Software",49923.0,"Bytescare is a provider of AI based Decentralized Anti-Piracy technology for tracking, reporting and protecting digital content piracy for its owner.",11-50,2.0,Seed,2022-03-22,300000.0,Seed,300000.0,2.0,11-50,Private,,,,,,0,4,2019,6606,False,False
Gresham Transportation Services,2019-01-01,https://greshamtransportation.com,"Atlanta, Georgia, United States",Transportation,"Public Transportation, Shipping, Transportation",2674183.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,84823,False,False
Simple Moves,2019-01-01,https://simple-moves.com,"Saint George, Utah, United States","Administrative Services, Professional Services, Transportation","Field Support, Logistics, Packaging Services, Transportation",1858879.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,69565,False,False
ClikRx,2018-10-21,http://www.clikrx.com,"Dallas, Texas, United States","Health Care, Software","Health Care, SaaS, Software",2460447.0,"ClikRx is a digital health company that allows hospitals to quickly integrate local providers into their medical record systems. Once ClikRx has integrated with a hospital's medical record system, ClikRx creates a network for doctors to quickly route patients based on their insurance and the services needed. When using the ClikRx system doctors are able to complete all of the paperwork for a referral in one location and all at once.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,80352,False,False
Mile High Cyber,2020-01-01,https://www.milehighcyber.com/,"Colorado Springs, Colorado, United States","Information Technology, Privacy and Security, Professional Services","Consulting, Cyber Security, Information Technology, Penetration Testing",2132278.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,74359,False,False
Ascendo.ai,2020-07-10,http://www.ascendo.ai,"Palo Alto, California, United States","Biotechnology, Health Care, Information Technology, Manufacturing, Other, Professional Services, Science and Engineering, Software","Customer Service, Field Support, Information Technology, Life Science, Manufacturing, Medical Device, SaaS, Service Industry, Software, Technical Support",186225.0,"Ascendo AI is your service co-pilot. Ascendo is a plug and play engine with deep self- learning capabilities that helps customer facing teams provide proactive support.  Ascendo differentiates by going deeper in understand meaning from every customer interaction.  ​ Four modules of Ascendo are:​ Resolve – Automated workflows for Agents including resolutions, debug engine, triage, assign, categorize.  Automated self-service workflows for customers.​ Reveal – Predictive alerts, trends, patterns for Leaders in real-time to tweak and optimize ​ Prevent – Reduce Escalations and Churn​ Predict – Spares planning to meet SLA​",51-100,2.0,Seed,2020-06-01,0.0,Convertible Note,0.0,2.0,51-100,Private,,,,,,2,3,2020,21089,False,False
TrustedOut,2018-03-12,http://trustedout.com,"Los Angeles, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Business Intelligence, Machine Learning",754473.0,"TrustedOut is a content intelligence platform utilizing artificial intelligence (AI) to enable global, content and data aggregation. For both humans and algorithms, Trust in sources of knowledge — the Corpus — is mandatory for education, opinions and ultimately for any decision-making. TrustedOut introduces “Corpus Intelligence” to make Intelligence trustworthy allowing clients to precisely define what they trust with a uniquely profiled, AI-fed and permanently updated database.",1-10,0.0,M&A,,0.0,,0.0,4.0,1-10,Private,,,,,,5,6,2018,45992,False,False
Meaning Bot,2018-01-01,https://www.meaningbot.com/,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software",117010.0,"Meaning Bot is an applied artificial intelligence company. We apply our expertise in machine learning, natural language processing, computer vision, and data science and to build solutions that help organizations make smarter, faster, and better decisions.",11-50,1.0,Seed,2018-08-22,880000.0,Seed,880000.0,1.0,11-50,Private,,,,,,0,6,2018,15152,False,False
Gate Neurosciences,2018-01-01,https://www.gateneuro.com,"Carmel, Indiana, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Life Science, Medical, Pharmaceutical",36630.0,"Gate Neurosciences is a healthcare company that offers neuroscience-related medical services. The company is developing the next-generation of targeted CNS therapies, leveraging precision medicine approaches to develop breakthrough drugs for psychiatric and neurologic diseases. It was founded in 2018 and is headquartered in Carmel, IN, USA.",11-50,3.0,,2022-10-05,25000000.0,Venture - Series Unknown,41100000.0,2.0,11-50,Private,,,,,,1,6,2018,4413,False,False
Agreed,2019-01-01,https://www.agreed.io/,"Salt Lake City, Utah, United States","Information Technology, Internet Services, Other, Professional Services, Software","Business Development, Cloud Management, Commercial, Software",254152.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,26031,False,False
Prunix,2019-01-01,https://www.prunix.com,"Mckinney, Texas, United States","Apps, Information Technology, Internet Services, Mobile, Software","Cloud Computing, Information Technology, Mobile Apps, Software",2937059.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,88547,False,False
Lakeside Behavioral Health System,2018-01-01,https://lakesidebhs.com,"Memphis, Tennessee, United States","Health Care, Sales and Marketing","Addiction Treatment, Health Care, Local Business, Medical",795457.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,47134,False,False
Mazzella Estate & Asset Management,2019-05-01,https://meamllc.com/,"Scottsdale, Arizona, United States","Financial Services, Professional Services","Asset Management, Consulting, Financial Services, Insurance",2296970.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,78274,False,False
Valor Funding,2018-01-01,https://valorfundingllc.com,"Fort Lauderdale, Florida, United States","Financial Services, Payments","Finance, Financial Services, Payments",602270.0,"Valor Funding is a financial services company that specializes in structured settlement purchasing. They assist individuals in converting their settlement payments into a lump sum of cash. This service is particularly beneficial for those looking to pay off debt or make significant purchases such as a home. Valor Funding also offers services related to lottery payments, providing a means for winners to access their winnings in a more immediate and substantial manner than traditional payout methods. The company is committed to walking their clients through the process, ensuring they understand and are comfortable with the steps involved.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,41487,False,False
Mutiny Industries,2018-01-01,https://mutiny.industries/,"Boston, Massachusetts, United States","Advertising, Professional Services, Sales and Marketing","Advertising, Brand Marketing, Consulting",2868317.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,86606,False,False
Metis Minds,2022-01-01,https://metisminds.com/,"Orlando, Florida, United States","Community and Lifestyle, Consumer Electronics, Hardware, Health Care","Children, Electronics, Psychology, Wellness",329178.0,,1-10,1.0,Seed,2023-01-01,0.0,Seed,0.0,,1-10,Private,,,,,,2,2,2022,30378,False,False
Terraforma,2018-01-01,https://terraformasoil.com,"San Francisco, California, United States","Agriculture and Farming, Biotechnology, Science and Engineering","Agriculture, Biotechnology, Farming",595706.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,41283,False,False
Princeton Neuropsychology at RSM,2023-01-01,https://www.princetonneuropsychology.com,"Princeton, New Jersey, United States",Health Care,"Health Care, Medical, Psychology, Wellness",928632.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,1,2023,50576,False,False
Get a Vet Staffing,2018-10-15,https://getavetstaffing.com/,"Philadelphia, Pennsylvania, United States","Health Care, Professional Services","Recruiting, Veterinary",2248491.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,77460,False,False
City ERC,2020-03-01,https://cityerc.com,"Huntington, New York, United States","Financial Services, Lending and Investments","Credit, Finance, Financial Services",1475408.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,61555,False,False
Bitesize Incubator,2018-01-01,https://www.bitesize.ventures,"San Francisco, California, United States","Financial Services, Lending and Investments","Incubators, Venture Capital",766008.0,"Bitesize is a venture studio and accelerator. Our mission is to help launch entrepreneurs and businesses that will bring value to the world in the form of economic opportunity and social betterment. Every year we diligently select 3-4 teams to work with us.  Together, we aim to contribute to learning in the field of social entrepreneurship and venture philanthropy.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,46324,False,False
Context Leadership,2018-01-01,https://contextleadership.global/,"Mill Valley, California, United States","Education, Professional Services","Education, Management Consulting",2977066.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,88000,False,False
Earn & Learn,2019-03-29,https://earnlearn.us/,"Walnut Creek, California, United States",Information Technology,Information Technology,837327.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,48262,False,False
DMA Accountancy,2018-01-01,https://dmaacct.com,"Fullerton, California, United States","Financial Services, Other, Professional Services","Accounting, Bookkeeping and Payroll, Consulting, Financial Services, Professional Services",1914915.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,70075,False,False
Cred Protocol,2021-01-01,https://www.credprotocol.com,"San Francisco, California, United States","Financial Services, Lending and Investments, Professional Services","Credit, Lending, Risk Management",239265.0,,1-10,1.0,Seed,2023-01-25,0.0,Pre-Seed,0.0,,1-10,Private,,,0.0,1.0,,2,3,2021,25075,False,False
Baltimore Tracks,2020-01-01,https://www.baltimoretracks.org,"Baltimore, Maryland, United States","Information Technology, Other, Social Impact","Charity, Information Technology, Non Profit",2935009.0,Baltimore Tracks is a coalition of tech and tech-enabled company executives working to increase chances for people of color in technology.,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,4,2020,88574,False,False
Greengrid,2023-04-01,http://buildgreengrid.com,"Boston, Massachusetts, United States","Energy, Natural Resources, Professional Services, Software, Sustainability","Energy, Environmental Consulting, Renewable Energy, Software, Solar",216096.0,"Greengrid is a climate tech startup that incentivizes positive climate action. We make small-scale solar and energy efficiency projects more accessible and affordable. We enable community members to earn money through Greengrid Mitigation Units (GMUs) while enabling corporate partners to achieve their climate and social responsibility goals. Our GMU solution guarantees transparency, traceability, and focuses on new projects.",1-10,1.0,Seed,2023-04-17,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,0,2023,23353,False,False
Transatlantic AI eXchange,2021-01-01,https://www.transatlanticaiexchange.com,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Events, Internet Services, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Events, Internet",2251902.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,2.0,,6,3,2021,77409,False,False
Digital Dispatch,2018-01-01,https://digitaldispatch.io,"Jacksonville, Florida, United States","Commerce and Shopping, Design, Media and Entertainment, Software","Content, E-Commerce, Software, Web Design",560166.0,"Digital Dispatch offers website and marketing services primarily for logistics and freight companies. The company's services include managed website services that transform WordPress websites into secure, optimized, and time-saving platforms. Digital Dispatch also hosts the 'Everything is Logistics' podcast, providing the latest freight videos and marketing strategies to help businesses grow. The company's founder, Blythe Brumleve, has a background in freight marketing, which informs the company's specialized focus on the logistics industry.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,40066,False,False
KAL Partz,2019-01-01,https://kalpartz.com,"Fontana, California, United States","Commerce and Shopping, Hardware, Science and Engineering, Transportation","Automotive, Chemical, Lighting, Retail, Transportation, Wholesale",725164.0,"KAL Partz offers air brake, wheels, body, and cabin parts. They provide chemicals, lubricants, engine cooling, and electrical components. They also offer lighting, steering, suspension, trailer components, and safety parts.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,0.0,,6,5,2019,45218,False,False
McGee Pro,2019-01-01,https://mcgeepro.com,"Pontiac, Michigan, United States",Real Estate,"Construction, Property Management, Real Estate",1162706.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,55790,False,False
CargoLabs,2019-01-01,https://cargolabs.org/,"Charlottesville, Virginia, United States","Information Technology, Transportation","Information Technology, Logistics, Supply Chain Management",692098.0,CargoLabs offers a suite of data-driven supply chain management solutions capable of revolutionizing even the most deeply rooted of issues plaguing the modern logistics firm.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,44224,False,False
Anovaa Digital Lending,2020-01-01,https://anovaa.com/,"Malvern, Pennsylvania, United States","Financial Services, Lending and Investments, Software","Consumer Lending, Finance, Financial Services, FinTech, Software",216081.0,"Anovaa Digital Lending is a loan origination software for banks, credit unions and non-bank lenders.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,4,2020,23351,False,False
Terawatt,2022-01-01,https://terawatt.co/,"Stamford, Connecticut, United States","Administrative Services, Commerce and Shopping, Education, Health Care, Other, Software","B2B, Corporate Training, E-Learning, EdTech, Education, Employee Benefits, Human Resources, Marketplace, Personal Development, Professional Services",255958.0,"Terawatt is a B2B marketplace for human capital solutions and an easy plug-in for ambitious companies looking to solve pernicious institutional problems and achieve top-decile company results.  Why is employee development valuable?  Decades of research show that supporting employee growth translates into engagement, profitability, and innovation.  In February 2023, McKinsey issued a human capital report showing that top decile companies both demand employee accountability and also offer employee development. You can find the research here: https://www.mckinsey.com/mgi/our-research/performance-through-people-transforming-human-capital-into-competitive-advantage#/  How does Terawatt work?  Terawatt is a marketplace for group coaching experiences, similar to Airbnb. We recruit and vet expert, full-time coaches, and we act as a concierge & matchmaker to help companies bring their talents in-house. The benefit? Targeted professional development helps employees solve specific problems and achieve company-level results.   Terawatt’s group coaching brings measurable solutions for deficiencies in communication, mindfulness, negotiation, management, learned excellence, integrated DEI, public speaking, psychological safety, and many, many more. When these problems are solved, companies experience a ROI in the form of increased innovation, higher return on invested capital, increased economic profit, stronger culture, higher retention rates, and higher promotion rates.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,0.0,2.0,,6,2,2022,26147,False,False
Buyer Next Door,2020-05-05,https://www.buyernextdoor.com,"Boca Raton, Florida, United States","Financial Services, Real Estate","Construction, Real Estate, Real Estate Investment",1676124.0,"Real estate can be an alternative for those unable to withstand the volatility of the stock market. It is also a better investment for investors who wish to take an active role in growing their capital, rather than passively putting their money into a fund managed by someone else. One of the beautiful things about real estate investing is that there is more than one strategy that can be successfully used.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2020,65409,False,False
Neoprojective,2022-07-27,https://neoprojective.com,"St. Petersburg, Florida, United States","Administrative Services, Other, Professional Services, Software","Outsourcing, Project Management, Software, Staffing Agency",861571.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,1,2022,48918,False,False
Orange Therapeutics,2020-01-01,https://www.orangetherapeutics.com,"New York, New York, United States",Health Care,"Health Care, Therapeutics",845664.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,48479,False,False
Global Ultrasound Institute,2018-01-01,https://globalultrasoundinstitute.com,"San Francisco, California, United States","Education, Health Care","Education, Health Care, Health Diagnostics, Training",602615.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,41501,False,False
Loan Arrangement & Financing,2018-01-01,https://laftexas.com,"The Woodlands, Texas, United States",Financial Services,Financial Services,3173516.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,91020,False,False
Tenx4,2018-01-01,https://tenx4.com,"Larkspur, California, United States","Advertising, Media and Entertainment, Other, Sales and Marketing","Advertising, Advice, B2B",833566.0,"Tenx4 leads a strategic review process to help clients find the right agency partner. They have an intersection of identifying needs and finding the right partners and solutions to drive the business forward. They provide strategic advice to their clients and agency partners every step of the way for a better RFP experience. Their services include discovery and vetting, brief creation, review management, and partner selection.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,48173,False,False
Embry Tech,2018-01-01,http://embry.tech,"Glendale, California, United States","Community and Lifestyle, Consumer Electronics, Hardware, Health Care","Lifestyle, Wearables, Wellness",77764.0,"Embry Tech helps consumer brands unlock new verticals in the wellness market through a patent-pending platform that includes wearable sensors. The company's insole is tiny, with a built-in scale that provides automated weight tracking and alarms for weight gain based on precise activity tracking and analysis. It allows users to receive individualized dietary, physical activity, and healthy habit coaching recommendations.",11-50,4.0,Seed,2021-12-15,400000.0,Seed,1000000.0,3.0,11-50,Private,,,,,,0,6,2018,10540,False,False
Piña Colada SF,2018-01-01,https://pinacolada-sf.com/,"San Francisco, California, United States","Community and Lifestyle, Food and Beverage","Dating, Restaurants",1954730.0,Piña Colada brings dating back to real life by connecting groups of six like-minded singles over great food in San Francisco’s best restaurants. ,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,71022,False,False
Intelligent Surveillance,2018-01-01,https://intelligentsurveillancecorp.com,"Forney, Texas, United States","Consumer Electronics, Hardware, Manufacturing","Consumer Electronics, Electronics, Manufacturing",159746.0,"Intelligent Surveillance is an electrical and electronics company that specializes in manufacturing remote surveillance technology. It offers electronics devices designed for security such as sensors, GPS, image sensors and multi-carrier 4G and LTE. The company was founded in 2018 and headquartered in College Station, Texas.",1-10,1.0,Seed,2021-06-22,150000.0,Pre-Seed,150000.0,2.0,1-10,Private,,,,,,0,6,2018,19066,False,False
Tectonic,2021-04-01,https://www.tectonic.gg,"Venetia, Pennsylvania, United States","Apps, Software","Apps, Software",482343.0,"Tectonic uses your idle PC's computing power,  rewarding you in the process. Redeem Steam Keys, DLCs, Riot Points and more. Earn Epic Loot & Skins using your Idle Compute!",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,2,2021,37234,False,False
Quanta Networks,2018-01-01,https://www.quantanetworks.com/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Asset Management, Cloud Computing, Information Technology",1206327.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,56156,False,False
Automated Retail Commerce,2021-01-01,https://www.automatedretailcommerce.com/,"Boston, Massachusetts, United States","Commerce and Shopping, Internet Services","E-Commerce, Internet, Retail",423946.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,34923,False,False
Realty Mole,2018-01-17,https://realtymole.com,"Austin, Texas, United States","Data and Analytics, Information Technology, Internet Services, Real Estate, Software","Cloud Data Services, Data Integration, Real Estate",455389.0,"The Realty Mole real estate and property data API provides on-demand access to 140+ million property records, owner details, home value and rent estimates, comparable properties, active sale and rental listings, as well as aggregate real estate market data. We have nationwide coverage for nearly all residential and commercial properties in the US, as well as rental market data coverage for nearly all US zip codes and cities.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,36192,False,False
SN3AKERDOC,2020-01-01,https://sn3akerdoc.com,"Belle Plaine, Minnesota, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods","E-Commerce, Shoes",2883567.0,"SN3AKERDOC offers sneaker restoration, sole un-yellowing, midsole strip, upper repaint, deep clean, sole swap, and sole reglue services. They sell restoration supplies, laces, vintage tees, and shoes. Their contact is done through phone calls, emails, and online applications.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,87868,False,False
Charter Diligence Group,2020-10-01,https://www.charterdg.com,"Stamford, Connecticut, United States","Financial Services, Payments, Privacy and Security","Financial Services, Fraud Detection, Lending",1704837.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,66444,False,False
Blue Corporation,2019-01-01,https://bluecorporation.us,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Mobile, Payments, Software","Banking, Cryptocurrency, Financial Services, FinTech, Mobile Payments, SaaS, Software",258861.0,"Blue Corporation is an American multinational technology company that specializes in Finance-related services and products, which include Neo-banking, Fin-Tech, Payment Gateway technologies, based cloud computing, software, and hardware.",101-250,1.0,Seed,2021-06-01,0.0,Pre-Seed,0.0,,101-250,Private,,,,,,2,5,2019,26332,False,False
Endevsols,2023-08-07,https://endevsols.com,"Middletown, Delaware, United States","Consumer Electronics, Hardware, Information Technology, Software","Computer, Information Technology, Software",1520869.0,"EnDevSols (Enhanced Dev Solutions) is a premier software development firm dedicated to architecting advanced AI-driven solutions. Specializing in chatbots, Large Language Models, and bespoke AI SaaS platforms, we're committed to empowering businesses globally with cost-effective, cutting-edge technologies, ensuring they remain at the industry forefront.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,0,2023,62226,False,False
Atiempo Delivery Logistic,2020-01-01,http://www.atiempo-delivery.com,"Spain, Georgia, United States","Administrative Services, Transportation","Delivery Service, Packaging Services, Transportation",2331818.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,79300,False,False
CareSafely,2020-01-01,https://caresafely.com/,"Austin, Texas, United States","Health Care, Software, Travel and Tourism","Health Care, Home Health Care, Hospitality, Software, Wellness",2051895.0,"CareSafely is a software and content platform purpose-built to enable senior living and long-term care providers to strengthen their Quality, Safety, and Compliance (QSC) programs.",11-50,0.0,M&A,,0.0,,0.0,,11-50,Private,,,,,,5,4,2020,72513,False,False
Surely Signs,2019-01-01,https://surelysigns.com,"Libertyville, Illinois, United States","Advertising, Manufacturing, Sales and Marketing","Advertising, Manufacturing",2182546.0,"Have you wondered how great signage is made? it starts from constantly evolving designs to getting printed on a state of the art equipment and pasted on high-quality materials. That's what we do here at Surely Signs. We are passionate about making signs and we get excited when our clients congratulate on our results (every time). We specialize in making indoor signs, outdoor signs, vehicle wraps, tradeshow displays and banners and more.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,76834,False,False
"LawHQ, LLC",2019-06-06,https://www.lawhq.com,"Salt Lake City, Utah, United States",Professional Services,"Legal, Legal Tech",605863.0,LawTech,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,2.0,1.0,,6,4,2019,41586,False,False
Easy-MGT,2018-01-01,https://www.easy-mgt.com,"Allen, Texas, United States","Information Technology, Real Estate","Information Technology, Real Estate",2790643.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,86174,False,False
WeidOps,2021-01-01,https://www.weidops.com,"Milpitas, California, United States","Education, Information Technology, Internet Services, Professional Services, Sales and Marketing, Software","Cloud Data Services, DevOps, Digital Marketing, Information Technology, Recruiting, SEO, Training, Web Development",2533168.0,"WeidOps provides development services. Their services include cloud services, web and mobile development, recruitment services, training and placement, digital marketing and graphics designing, SEO marketing support, and digital transformation. They respond to customer inquiries by email and contact form.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,82354,False,False
Transforma Labs,2022-01-01,https://www.transformalabs.io/,"New York, New York, United States","Hardware, Software","3D Technology, Embedded Software, Software",2544780.0,Transforma Labs is a Middleware-as-a-Service company that makes a fully customizable keyboard platform for VR developers. It was founded in 2022.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,82151,False,False
